PdfType: replica
Format: lhagrid1
FromMCReplica: 160
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  1.1793783e+00  3.0366704e+00  3.0376108e+00  3.0376115e+00  2.8942305e-01  3.0412094e+00  3.0412099e+00  3.0391679e+00  1.1793783e+00  0.0000000e+00 
  0.0000000e+00  1.2933347e+00  3.1452490e+00  3.1461976e+00  3.1461983e+00  3.7569417e+00  3.1498221e+00  3.1498227e+00  3.1477600e+00  1.2933347e+00  0.0000000e+00 
  0.0000000e+00  1.4563734e+00  3.3029499e+00  3.3039067e+00  3.3039074e+00  8.1774464e+00  3.3075572e+00  3.3075577e+00  3.3054744e+00  1.4563734e+00  0.0000000e+00 
  0.0000000e+00  1.6778061e+00  3.5190844e+00  3.5200497e+00  3.5200504e+00  1.3774217e+01  3.5237261e+00  3.5237267e+00  3.5216225e+00  1.6778061e+00  0.0000000e+00 
  0.0000000e+00  1.9679923e+00  3.8040121e+00  3.8049857e+00  3.8049864e+00  2.0814100e+01  3.8086881e+00  3.8086887e+00  3.8065637e+00  1.9679923e+00  0.0000000e+00 
  0.0000000e+00  2.3384151e+00  4.1692151e+00  4.1701973e+00  4.1701980e+00  2.9613325e+01  4.1739257e+00  4.1739263e+00  4.1717801e+00  2.3384151e+00  0.0000000e+00 
  0.0000000e+00  2.8018102e+00  4.6274282e+00  4.6284187e+00  4.6284194e+00  4.0544405e+01  4.6321731e+00  4.6321738e+00  4.6300067e+00  2.8018102e+00  0.0000000e+00 
  0.0000000e+00  3.3722485e+00  5.1927225e+00  5.1937215e+00  5.1937222e+00  5.4042598e+01  5.1975019e+00  5.1975027e+00  5.1953143e+00  3.3722485e+00  0.0000000e+00 
  0.0000000e+00  4.0652053e+00  5.8805713e+00  5.8815786e+00  5.8815794e+00  7.0612752e+01  5.8853851e+00  5.8853859e+00  5.8831765e+00  4.0652053e+00  0.0000000e+00 
  0.0000000e+00  4.8979993e+00  6.7082937e+00  6.7093098e+00  6.7093106e+00  9.0839654e+01  6.7131425e+00  6.7131433e+00  6.7109122e+00  4.8979993e+00  0.0000000e+00 
  0.0000000e+00  5.8893510e+00  7.6946087e+00  7.6956334e+00  7.6956342e+00  1.1539140e+02  7.6994922e+00  7.6994931e+00  7.6972406e+00  5.8893510e+00  0.0000000e+00 
  0.0000000e+00  7.0600410e+00  8.8602961e+00  8.8613295e+00  8.8613303e+00  1.4503264e+02  8.8652145e+00  8.8652155e+00  8.8629413e+00  7.0600410e+00  0.0000000e+00 
  0.0000000e+00  1.1167755e+00  2.9253900e+00  2.9263954e+00  2.9263959e+00  2.9698232e-01  2.9301913e+00  2.9301917e+00  2.9280000e+00  1.1167755e+00  0.0000000e+00 
  0.0000000e+00  1.2275673e+00  3.0309307e+00  3.0319449e+00  3.0319454e+00  3.6569381e+00  3.0357680e+00  3.0357685e+00  3.0335546e+00  1.2275673e+00  0.0000000e+00 
  0.0000000e+00  1.3855478e+00  3.1836991e+00  3.1847221e+00  3.1847226e+00  7.9370182e+00  3.1885724e+00  3.1885730e+00  3.1863368e+00  1.3855478e+00  0.0000000e+00 
  0.0000000e+00  1.5995021e+00  3.3924801e+00  3.3935120e+00  3.3935125e+00  1.3350951e+01  3.3973896e+00  3.3973903e+00  3.3951317e+00  1.5995021e+00  0.0000000e+00 
  0.0000000e+00  1.8791808e+00  3.6670241e+00  3.6680649e+00  3.6680654e+00  2.0153490e+01  3.6719698e+00  3.6719706e+00  3.6696895e+00  1.8791808e+00  0.0000000e+00 
  0.0000000e+00  2.2353696e+00  4.0181161e+00  4.0191661e+00  4.0191666e+00  2.8645780e+01  4.0230983e+00  4.0230991e+00  4.0207953e+00  2.2353696e+00  0.0000000e+00 
  0.0000000e+00  2.6800058e+00  4.4576923e+00  4.4587512e+00  4.4587517e+00  3.9181544e+01  4.4627107e+00  4.4627116e+00  4.4603853e+00  2.6800058e+00  0.0000000e+00 
