0.25000000E+02 0.74791667E+02 0.00000000E+00 0.00000000E+00 
0.74791667E+02 0.12458333E+03 0.00000000E+00 0.00000000E+00 
0.12458333E+03 0.17437500E+03 0.00000000E+00 0.00000000E+00 
0.17437500E+03 0.22416667E+03 0.20980309E-02 0.21871115E-03 
0.22416667E+03 0.27395833E+03 0.20407858E-01 0.68138953E-03 
0.27395833E+03 0.32375000E+03 0.49175106E-01 0.10559460E-02 
0.32375000E+03 0.37354167E+03 0.79518096E-01 0.13405254E-02 
0.37354167E+03 0.42333333E+03 0.10532763E+00 0.15406367E-02 
0.42333333E+03 0.47312500E+03 0.12615587E+00 0.16840692E-02 
0.47312500E+03 0.52291667E+03 0.14107022E+00 0.17795376E-02 
0.52291667E+03 0.57270833E+03 0.15216636E+00 0.18473005E-02 
0.57270833E+03 0.62250000E+03 0.15904316E+00 0.18877861E-02 
0.62250000E+03 0.67229167E+03 0.16856970E+00 0.19427261E-02 
0.67229167E+03 0.72208333E+03 0.16681772E+00 0.19329594E-02 
0.72208333E+03 0.77187500E+03 0.16993041E+00 0.19505011E-02 
0.77187500E+03 0.82166667E+03 0.16622116E+00 0.19297274E-02 
0.82166667E+03 0.87145833E+03 0.16690473E+00 0.19334272E-02 
0.87145833E+03 0.92125000E+03 0.16025261E+00 0.18949815E-02 
0.92125000E+03 0.97104167E+03 0.15107379E+00 0.18414294E-02 
0.97104167E+03 0.10208333E+04 0.14546665E+00 0.18072018E-02 
0.10208333E+04 0.10706250E+04 0.13435527E+00 0.17375557E-02 
0.10706250E+04 0.11204167E+04 0.13041003E+00 0.17122477E-02 
0.11204167E+04 0.11702083E+04 0.12101711E+00 0.16501594E-02 
0.11702083E+04 0.12200000E+04 0.11651886E+00 0.16198675E-02 
0.12200000E+04 0.12697917E+04 0.10934977E+00 0.15700377E-02 
0.12697917E+04 0.13195833E+04 0.10294892E+00 0.15236250E-02 
0.13195833E+04 0.13693750E+04 0.95758703E-01 0.14700056E-02 
0.13693750E+04 0.14191667E+04 0.89075579E-01 0.14184840E-02 
0.14191667E+04 0.14689583E+04 0.88023972E-01 0.14099550E-02 
0.14689583E+04 0.15187500E+04 0.86412161E-01 0.13973550E-02 
0.15187500E+04 0.15685417E+04 0.83620027E-01 0.13749466E-02 
0.15685417E+04 0.16183333E+04 0.79823045E-01 0.13437795E-02 
