# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_100/LUXqed17_PDF4LHC15_nnlo_100-mu2-10000-imem-92.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_100/LUXqed17_plus_PDF4LHC15_nnlo_100_0092.dat
# Stamped by ./gen_qed_grid on  1/08/2017 at 14:07:50
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_100, imem =           92
 # Qphoton =    100.00000000000000     
# charm mass = 1.2750000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.1799998E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.56395142294423     
 # QCD coupling at MZ =   0.11800230075848538     
# ymax =  14.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031856, mom_gluon =    0.4554405, mom_weighted_gluon =    0.4554405
# total momentum  (final) at Qlo (& components) 0.9999819 0.0000000 0.0048438 0.0138517 0.0224028 0.0338280 0.0386227 0.4522549 0.1312797 0.2565651 0.0245205 0.0137928 0.0048344 0.0000000 0.0000000 0.0031856 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9943490  0.9976147  1.9967821  0.0001010 -0.0001278 -0.0000210  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00699 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 8.3152872E-07 1.1212865E-06 1.5120128E-06 2.0388898E-06 2.7493577E-06 3.7073848E-06 4.9992245E-06 6.7411758E-06 9.0900451E-06 1.2257245E-05 1.6527794E-05 2.2285915E-05 3.0049506E-05 4.0516550E-05 5.4627554E-05 7.3649487E-05 9.9288502E-05 1.3384109E-04 1.8039640E-04 2.4310624E-04 3.2754425E-04 4.4118124E-04 5.9401019E-04 7.9936044E-04 1.0749453E-03 1.4441868E-03 1.9378493E-03 2.5959859E-03 3.4701362E-03 4.6256093E-03 6.1435207E-03 8.1220430E-03 1.0676124E-02 1.3934832E-02 1.8035677E-02 2.3115844E-02 2.9301267E-02 3.6695443E-02 4.5370399E-02 5.5361774E-02 6.6668768E-02 7.9258282E-02 9.3071636E-02 1.0803208E-01 1.2405167E-01 1.4103685E-01 1.5889232E-01 1.7752363E-01 1.9683852E-01 2.1674753E-01 2.3716418E-01 2.5800482E-01 2.7918855E-01 3.0063709E-01 3.2227485E-01 3.4402909E-01 3.6583026E-01 3.8761244E-01 4.0931381E-01 4.3087716E-01 4.5225035E-01 4.7338666E-01 4.9424503E-01 5.1479017E-01 5.3499251E-01 5.5482802E-01 5.7427791E-01 5.9332826E-01 6.1196956E-01 6.3019625E-01 6.4800619E-01 6.6540022E-01 6.8238165E-01 6.9895587E-01 7.1512993E-01 7.3091218E-01 7.4631202E-01 7.6133955E-01 7.7600544E-01 7.9032067E-01 8.0429639E-01 8.1794382E-01 8.3127410E-01 8.4429826E-01 8.5702710E-01 8.6947121E-01 8.8164084E-01 8.9354598E-01 9.0519626E-01 9.1660096E-01 9.2776904E-01 9.3870909E-01 9.4942938E-01 9.5993782E-01 9.7024199E-01 9.8034916E-01 9.9026628E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  2.0075919E+00  4.5028965E+00  5.6347330E+00  5.7461687E+00  5.8169947E+00  1.0171638E+02  5.8179593E+00  5.7475690E+00  5.6347351E+00  4.5029522E+00  2.0076010E+00  2.8063114E-01
  2.3975701E+00  4.8810433E+00  6.0083181E+00  6.1196778E+00  6.1899789E+00  1.1270840E+02  6.1909630E+00  6.1211112E+00  6.0083191E+00  4.8811012E+00  2.3975807E+00  3.0187047E-01
  2.8110456E+00  5.2828181E+00  6.4055910E+00  6.5168683E+00  6.5866574E+00  1.2458496E+02  6.5876612E+00  6.5183350E+00  6.4055907E+00  5.2828780E+00  2.8110577E+00  3.2498732E-01
  3.2492207E+00  5.7094170E+00  6.8277469E+00  6.9389347E+00  7.0082256E+00  1.3738538E+02  7.0092491E+00  6.9404349E+00  6.8277455E+00  5.7094789E+00  3.2492343E+00  3.5012592E-01
  3.7133314E+00  6.1620705E+00  7.2760158E+00  7.3871054E+00  7.4559129E+00  1.5114939E+02  7.4569562E+00  7.3886394E+00  7.2760130E+00  6.1621344E+00  3.7133465E+00  3.7744066E-01
  4.2046481E+00  6.6420429E+00  7.7516616E+00  7.8626429E+00  7.9309832E+00  1.6591713E+02  7.9320464E+00  7.8642109E+00  7.7516574E+00  6.6421087E+00  4.2046645E+00  4.0709669E-01
  4.7244751E+00  7.1506328E+00  8.2559828E+00  8.3668441E+00  8.4347348E+00  1.8172914E+02  8.4358181E+00  8.3684465E+00  8.2559772E+00  7.1507004E+00  4.7244929E+00  4.3927065E-01
  5.2741512E+00  7.6891731E+00  8.7903127E+00  8.9010405E+00  8.9685007E+00  1.9862632E+02  8.9696041E+00  8.9026774E+00  8.7903056E+00  7.6892426E+00  5.2741703E+00  4.7415135E-01
  5.8550496E+00  8.2590311E+00  9.3560190E+00  9.4665975E+00  9.5336486E+00  2.1664991E+02  9.5347723E+00  9.4682694E+00  9.3560104E+00  8.2591024E+00  5.8550700E+00  5.1194051E-01
  6.4685778E+00  8.8616084E+00  9.9545042E+00  1.0064915E+01  1.0131581E+01  2.3584146E+02  1.0132725E+01  1.0066622E+01  9.9544939E+00  8.8616814E+00  6.4685994E+00  5.5285356E-01
  7.1161777E+00  9.4983407E+00  1.0587205E+01  1.0697428E+01  1.0763734E+01  2.5624281E+02  1.0764898E+01  1.0699171E+01  1.0587193E+01  9.4984154E+00  7.1162005E+00  5.9712048E-01
  7.7993255E+00  1.0170698E+01  1.1255593E+01  1.1365605E+01  1.1431579E+01  2.7789603E+02  1.1432764E+01  1.1367384E+01  1.1255580E+01  1.0170774E+01  7.7993495E+00  6.4498667E-01
  8.5195314E+00  1.0880184E+01  1.1961175E+01  1.2070948E+01  1.2136622E+01  3.0084342E+02  1.2137828E+01  1.2072763E+01  1.1961159E+01  1.0880262E+01  8.5195566E+00  6.9671388E-01
  9.2783397E+00  1.1628336E+01  1.2705489E+01  1.2814994E+01  1.2880403E+01  3.2512747E+02  1.2881630E+01  1.2816845E+01  1.2705472E+01  1.1628416E+01  9.2783659E+00  7.5258116E-01
  1.0077328E+01  1.2416726E+01  1.3490110E+01  1.3599312E+01  1.3664495E+01  3.5079081E+02  1.3665744E+01  1.3601200E+01  1.3490091E+01  1.2416808E+01  1.0077355E+01  8.1288593E-01
  1.0918108E+01  1.3246958E+01  1.4316645E+01  1.4425506E+01  1.4490506E+01  3.7787618E+02  1.4491776E+01  1.4427432E+01  1.4316624E+01  1.3247041E+01  1.0918137E+01  8.7794500E-01
  1.1802324E+01  1.4120669E+01  1.5186735E+01  1.5295212E+01  1.5360077E+01  4.0642642E+02  1.5361368E+01  1.5297175E+01  1.5186712E+01  1.4120753E+01  1.1802354E+01  9.4809579E-01
  1.2731654E+01  1.5039527E+01  1.6102054E+01  1.6210097E+01  1.6274880E+01  4.3648440E+02  1.6276193E+01  1.6212098E+01  1.6102029E+01  1.5039613E+01  1.2731684E+01  1.0236974E+00
  1.3707806E+01  1.6005235E+01  1.7064307E+01  1.7171863E+01  1.7236621E+01  4.6809300E+02  1.7237956E+01  1.7173902E+01  1.7064280E+01  1.6005323E+01  1.3707837E+01  1.1051321E+00
