# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_100/LUXqed17_PDF4LHC15_nnlo_100-mu2-10000-imem-39.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_100/LUXqed17_plus_PDF4LHC15_nnlo_100_0039.dat
# Stamped by ./gen_qed_grid on  1/08/2017 at 14:07:03
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_100, imem =           39
 # Qphoton =    100.00000000000000     
# charm mass = 1.2750000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.1799998E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.56395142294423     
 # QCD coupling at MZ =   0.11800230075848538     
# ymax =  14.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031857, mom_gluon =    0.4554368, mom_weighted_gluon =    0.4554368
# total momentum  (final) at Qlo (& components) 1.0001592 0.0000000 0.0048285 0.0138297 0.0221174 0.0339796 0.0390228 0.4522512 0.1315606 0.2564134 0.0243807 0.0137706 0.0048190 0.0000000 0.0000000 0.0031857 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9958817  0.9979193  1.9971770  0.0009347 -0.0001281 -0.0000212  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00699 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 8.3152872E-07 1.1212865E-06 1.5120128E-06 2.0388898E-06 2.7493577E-06 3.7073848E-06 4.9992245E-06 6.7411758E-06 9.0900451E-06 1.2257245E-05 1.6527794E-05 2.2285915E-05 3.0049506E-05 4.0516550E-05 5.4627554E-05 7.3649487E-05 9.9288502E-05 1.3384109E-04 1.8039640E-04 2.4310624E-04 3.2754425E-04 4.4118124E-04 5.9401019E-04 7.9936044E-04 1.0749453E-03 1.4441868E-03 1.9378493E-03 2.5959859E-03 3.4701362E-03 4.6256093E-03 6.1435207E-03 8.1220430E-03 1.0676124E-02 1.3934832E-02 1.8035677E-02 2.3115844E-02 2.9301267E-02 3.6695443E-02 4.5370399E-02 5.5361774E-02 6.6668768E-02 7.9258282E-02 9.3071636E-02 1.0803208E-01 1.2405167E-01 1.4103685E-01 1.5889232E-01 1.7752363E-01 1.9683852E-01 2.1674753E-01 2.3716418E-01 2.5800482E-01 2.7918855E-01 3.0063709E-01 3.2227485E-01 3.4402909E-01 3.6583026E-01 3.8761244E-01 4.0931381E-01 4.3087716E-01 4.5225035E-01 4.7338666E-01 4.9424503E-01 5.1479017E-01 5.3499251E-01 5.5482802E-01 5.7427791E-01 5.9332826E-01 6.1196956E-01 6.3019625E-01 6.4800619E-01 6.6540022E-01 6.8238165E-01 6.9895587E-01 7.1512993E-01 7.3091218E-01 7.4631202E-01 7.6133955E-01 7.7600544E-01 7.9032067E-01 8.0429639E-01 8.1794382E-01 8.3127410E-01 8.4429826E-01 8.5702710E-01 8.6947121E-01 8.8164084E-01 8.9354598E-01 9.0519626E-01 9.1660096E-01 9.2776904E-01 9.3870909E-01 9.4942938E-01 9.5993782E-01 9.7024199E-01 9.8034916E-01 9.9026628E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  2.0767749E+00  4.7565665E+00  5.8976437E+00  6.0178131E+00  6.0671912E+00  1.1000264E+02  6.0680611E+00  6.0190924E+00  5.8974820E+00  4.7566228E+00  2.0767841E+00  2.8206776E-01
  2.4744336E+00  5.1398253E+00  6.2762023E+00  6.3962206E+00  6.4453271E+00  1.2084502E+02  6.4462161E+00  6.3975327E+00  6.2760406E+00  5.1398837E+00  2.4744444E+00  3.0341235E-01
  2.8951959E+00  5.5463535E+00  6.6780951E+00  6.7979541E+00  6.8468006E+00  1.3257090E+02  6.8477088E+00  6.7992992E+00  6.6779331E+00  5.5464140E+00  2.8952083E+00  3.2663990E-01
  3.3402788E+00  5.9773612E+00  7.1045310E+00  7.2242216E+00  7.2728208E+00  1.4521988E+02  7.2737483E+00  7.2255999E+00  7.1043688E+00  5.9774237E+00  3.3402926E+00  3.5189463E-01
  3.8109327E+00  6.4340920E+00  7.5567532E+00  7.6762648E+00  7.7246306E+00  1.5883199E+02  7.7255775E+00  7.6776766E+00  7.5565907E+00  6.4341565E+00  3.8109480E+00  3.7933092E-01
  4.3084417E+00  6.9178231E+00  8.0360384E+00  8.1553590E+00  8.2035065E+00  1.7344766E+02  8.2044729E+00  8.1568045E+00  8.0358755E+00  6.9178896E+00  4.3084584E+00  4.0911391E-01
  4.8341235E+00  7.4298656E+00  8.5436975E+00  8.6628135E+00  8.7107595E+00  1.8910768E+02  8.7117456E+00  8.6642930E+00  8.5435342E+00  7.4299340E+00  4.8341415E+00  4.4142024E-01
  5.3893296E+00  7.9715645E+00  9.0810756E+00  9.1999715E+00  9.2477345E+00  2.0585320E+02  9.2487404E+00  9.2014853E+00  9.0809118E+00  7.9716347E+00  5.3893490E+00  4.7643871E-01
  5.9754457E+00  8.5442985E+00  9.6495522E+00  9.7682104E+00  9.8158108E+00  2.2372569E+02  9.8168366E+00  9.7697587E+00  9.6493879E+00  8.5443705E+00  5.9754664E+00  5.1437104E-01
  6.5938914E+00  9.1494804E+00  1.0250541E+01  1.0368941E+01  1.0416402E+01  2.4276693E+02  1.0417448E+01  1.0370525E+01  1.0250376E+01  9.1495542E+00  6.5939133E+00  5.5543266E-01
  7.2461200E+00  9.7885571E+00  1.0885489E+01  1.1003609E+01  1.1050956E+01  2.6301893E+02  1.1052022E+01  1.1005228E+01  1.0885324E+01  9.7886326E+00  7.2461431E+00  5.9985356E-01
  7.9336189E+00  1.0463009E+01  1.1555879E+01  1.1673694E+01  1.1720954E+01  2.8452398E+02  1.1722040E+01  1.1675348E+01  1.1555713E+01  1.0463086E+01  7.9336431E+00  6.4787914E-01
  8.6579092E+00  1.1174350E+01  1.2263227E+01  1.2380707E+01  1.2427912E+01  3.0732452E+02  1.2429019E+01  1.2382397E+01  1.2263060E+01  1.1174429E+01  8.6579346E+00  6.9977116E-01
  9.4205456E+00  1.1924127E+01  1.3009082E+01  1.3126196E+01  1.3173380E+01  3.3146321E+02  1.3174508E+01  1.3127922E+01  1.3008915E+01  1.1924208E+01  9.4205721E+00  7.5580867E-01
  1.0223116E+01  1.2713922E+01  1.3795028E+01  1.3911739E+01  1.3958941E+01  3.5698280E+02  1.3960090E+01  1.3913502E+01  1.3794860E+01  1.2714004E+01  1.0223144E+01  8.1628911E-01
  1.1067242E+01  1.3545348E+01  1.4622682E+01  1.4738950E+01  1.4786212E+01  3.8392619E+02  1.4787382E+01  1.4740749E+01  1.4622512E+01  1.3545432E+01  1.1067270E+01  8.8152931E-01
  1.1954577E+01  1.4420050E+01  1.5493692E+01  1.5609471E+01  1.5656842E+01  4.1233630E+02  1.5658033E+01  1.5611308E+01  1.5493522E+01  1.4420135E+01  1.1954606E+01  9.5186668E-01
  1.2886807E+01  1.5339707E+01  1.6409742E+01  1.6524982E+01  1.6572514E+01  4.4225613E+02  1.6573726E+01  1.6526857E+01  1.6409570E+01  1.5339794E+01  1.2886838E+01  1.0276604E+00
  1.3865651E+01  1.6306029E+01  1.7372545E+01  1.7487190E+01  1.7534941E+01  4.7372865E+02  1.7536175E+01  1.7489103E+01  1.7372373E+01  1.6306117E+01  1.3865683E+01  1.1092927E+00
