# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_100/LUXqed17_PDF4LHC15_nnlo_100-mu2-10000-imem-70.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_100/LUXqed17_plus_PDF4LHC15_nnlo_100_0070.dat
# Stamped by ./gen_qed_grid on  1/08/2017 at 14:07:30
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_100, imem =           70
 # Qphoton =    100.00000000000000     
# charm mass = 1.2750000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.1799998E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.56395142294423     
 # QCD coupling at MZ =   0.11800230075848538     
# ymax =  14.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031858, mom_gluon =    0.4554059, mom_weighted_gluon =    0.4554059
# total momentum  (final) at Qlo (& components) 0.9999723 0.0000000 0.0048502 0.0138550 0.0220692 0.0338686 0.0385768 0.4522200 0.1313518 0.2566626 0.0246961 0.0137954 0.0048407 0.0000000 0.0000000 0.0031858 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9967047  0.9982322  1.9974279  0.0011935 -0.0001279 -0.0000210  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00700 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 8.3152872E-07 1.1212865E-06 1.5120128E-06 2.0388898E-06 2.7493577E-06 3.7073848E-06 4.9992245E-06 6.7411758E-06 9.0900451E-06 1.2257245E-05 1.6527794E-05 2.2285915E-05 3.0049506E-05 4.0516550E-05 5.4627554E-05 7.3649487E-05 9.9288502E-05 1.3384109E-04 1.8039640E-04 2.4310624E-04 3.2754425E-04 4.4118124E-04 5.9401019E-04 7.9936044E-04 1.0749453E-03 1.4441868E-03 1.9378493E-03 2.5959859E-03 3.4701362E-03 4.6256093E-03 6.1435207E-03 8.1220430E-03 1.0676124E-02 1.3934832E-02 1.8035677E-02 2.3115844E-02 2.9301267E-02 3.6695443E-02 4.5370399E-02 5.5361774E-02 6.6668768E-02 7.9258282E-02 9.3071636E-02 1.0803208E-01 1.2405167E-01 1.4103685E-01 1.5889232E-01 1.7752363E-01 1.9683852E-01 2.1674753E-01 2.3716418E-01 2.5800482E-01 2.7918855E-01 3.0063709E-01 3.2227485E-01 3.4402909E-01 3.6583026E-01 3.8761244E-01 4.0931381E-01 4.3087716E-01 4.5225035E-01 4.7338666E-01 4.9424503E-01 5.1479017E-01 5.3499251E-01 5.5482802E-01 5.7427791E-01 5.9332826E-01 6.1196956E-01 6.3019625E-01 6.4800619E-01 6.6540022E-01 6.8238165E-01 6.9895587E-01 7.1512993E-01 7.3091218E-01 7.4631202E-01 7.6133955E-01 7.7600544E-01 7.9032067E-01 8.0429639E-01 8.1794382E-01 8.3127410E-01 8.4429826E-01 8.5702710E-01 8.6947121E-01 8.8164084E-01 8.9354598E-01 9.0519626E-01 9.1660096E-01 9.2776904E-01 9.3870909E-01 9.4942938E-01 9.5993782E-01 9.7024199E-01 9.8034916E-01 9.9026628E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  2.0452877E+00  4.6418797E+00  5.7540870E+00  5.8520803E+00  5.9191310E+00  1.0551741E+02  5.9199184E+00  5.8533704E+00  5.7539435E+00  4.6419365E+00  2.0452969E+00  2.8099058E-01
  2.4377390E+00  5.0208112E+00  6.1286800E+00  6.2267381E+00  6.2933251E+00  1.1639285E+02  6.2941308E+00  6.2280612E+00  6.1285363E+00  5.0208702E+00  2.4377498E+00  3.0227054E-01
  2.8535155E+00  5.4232303E+00  6.5268186E+00  6.6249325E+00  6.6910684E+00  1.2815545E+02  6.6918926E+00  6.6262888E+00  6.5266747E+00  5.4232913E+00  2.8535278E+00  3.2542941E-01
  3.2938271E+00  5.8503400E+00  6.9497052E+00  7.0478647E+00  7.1135634E+00  1.4084449E+02  7.1144062E+00  7.0492545E+00  6.9495610E+00  5.8504030E+00  3.2938409E+00  3.5061137E-01
  3.7599174E+00  6.3033771E+00  7.3985760E+00  7.4967699E+00  7.5620462E+00  1.5449968E+02  7.5629076E+00  7.4981934E+00  7.3984315E+00  6.3034421E+00  3.7599327E+00  3.7797076E-01
  4.2530638E+00  6.7836121E+00  7.8747014E+00  7.9729168E+00  8.0377868E+00  1.6916115E+02  8.0386670E+00  7.9743744E+00  7.8745565E+00  6.7836791E+00  4.2530804E+00  4.0767271E-01
  4.7745773E+00  7.2923497E+00  8.3793858E+00  8.4776085E+00  8.5420897E+00  1.8486938E+02  8.5429888E+00  8.4791004E+00  8.3792405E+00  7.2924186E+00  4.7745953E+00  4.3989381E-01
  5.3258032E+00  7.8309284E+00  8.9139681E+00  9.0121820E+00  9.0762937E+00  2.0166525E+02  9.0772118E+00  9.0137084E+00  8.9138223E+00  7.8309991E+00  5.3258225E+00  4.7482283E-01
  5.9081208E+00  8.4007207E+00  9.4798214E+00  9.5780083E+00  9.6417716E+00  2.1958996E+02  9.6427089E+00  9.5795696E+00  9.4796751E+00  8.4007931E+00  5.9081414E+00  5.1266145E-01
  6.5229435E+00  9.0031333E+00  1.0078353E+01  1.0176493E+01  1.0239931E+01  2.3868502E+02  1.0240888E+01  1.0178089E+01  1.0078206E+01  9.0032075E+00  6.5229654E+00  5.5362505E-01
  7.1717188E+00  9.6396070E+00  1.0711006E+01  1.0809075E+01  1.0872214E+01  2.5899223E+02  1.0873190E+01  1.0810707E+01  1.0710858E+01  9.6396829E+00  7.1717419E+00  5.9794359E-01
  7.8559282E+00  1.0311616E+01  1.1379255E+01  1.1477228E+01  1.1540096E+01  2.8055362E+02  1.1541092E+01  1.1478896E+01  1.1379107E+01  1.0311694E+01  7.8559525E+00  6.4586241E-01
  8.5770871E+00  1.1020670E+01  1.2084611E+01  1.2182459E+01  1.2245088E+01  3.0341147E+02  1.2246104E+01  1.2184163E+01  1.2084462E+01  1.1020749E+01  8.5771125E+00  6.9764321E-01
  9.3367446E+00  1.1768309E+01  1.2828618E+01  1.2926308E+01  1.2988734E+01  3.2760820E+02  1.2989769E+01  1.2928049E+01  1.2828469E+01  1.1768390E+01  9.3367711E+00  7.5356501E-01
  1.0136483E+01  1.2556109E+01  1.3612855E+01  1.3710351E+01  1.3772611E+01  3.5318641E+02  1.3773667E+01  1.3712128E+01  1.3612704E+01  1.2556191E+01  1.0136511E+01  8.1392518E-01
  1.0977919E+01  1.3385678E+01  1.4438932E+01  1.4536193E+01  1.4598331E+01  3.8018881E+02  1.4599407E+01  1.4538007E+01  1.4438780E+01  1.3385762E+01  1.0977948E+01  8.7904049E-01
  1.1862700E+01  1.4258658E+01  1.5308493E+01  1.5405474E+01  1.5467539E+01  4.0865818E+02  1.5468635E+01  1.5407327E+01  1.5308342E+01  1.4258743E+01  1.1862730E+01  9.4924829E-01
  1.2792509E+01  1.5176720E+01  1.6223217E+01  1.6319868E+01  1.6381911E+01  4.3863736E+02  1.6383027E+01  1.6321758E+01  1.6223065E+01  1.5176807E+01  1.2792540E+01  1.0249077E+00
  1.3769058E+01  1.6141570E+01  1.7184813E+01  1.7281076E+01  1.7343157E+01  4.7016920E+02  1.7344294E+01  1.7283005E+01  1.7184659E+01  1.6141658E+01  1.3769090E+01  1.1064008E+00
