# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_100/LUXqed17_PDF4LHC15_nnlo_100-mu2-10000-imem-71.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_100/LUXqed17_plus_PDF4LHC15_nnlo_100_0071.dat
# Stamped by ./gen_qed_grid on  1/08/2017 at 14:07:31
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_100, imem =           71
 # Qphoton =    100.00000000000000     
# charm mass = 1.2750000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.1799998E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.56395142294423     
 # QCD coupling at MZ =   0.11800230075848538     
# ymax =  14.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031857, mom_gluon =    0.4555967, mom_weighted_gluon =    0.4555967
# total momentum  (final) at Qlo (& components) 1.0003371 0.0000000 0.0048454 0.0138702 0.0222105 0.0337681 0.0388333 0.4524110 0.1314566 0.2565747 0.0245326 0.0138127 0.0048362 0.0000000 0.0000000 0.0031857 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9960442  0.9975363  1.9971262  0.0015281 -0.0001257 -0.0000207  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00699 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 8.3152872E-07 1.1212865E-06 1.5120128E-06 2.0388898E-06 2.7493577E-06 3.7073848E-06 4.9992245E-06 6.7411758E-06 9.0900451E-06 1.2257245E-05 1.6527794E-05 2.2285915E-05 3.0049506E-05 4.0516550E-05 5.4627554E-05 7.3649487E-05 9.9288502E-05 1.3384109E-04 1.8039640E-04 2.4310624E-04 3.2754425E-04 4.4118124E-04 5.9401019E-04 7.9936044E-04 1.0749453E-03 1.4441868E-03 1.9378493E-03 2.5959859E-03 3.4701362E-03 4.6256093E-03 6.1435207E-03 8.1220430E-03 1.0676124E-02 1.3934832E-02 1.8035677E-02 2.3115844E-02 2.9301267E-02 3.6695443E-02 4.5370399E-02 5.5361774E-02 6.6668768E-02 7.9258282E-02 9.3071636E-02 1.0803208E-01 1.2405167E-01 1.4103685E-01 1.5889232E-01 1.7752363E-01 1.9683852E-01 2.1674753E-01 2.3716418E-01 2.5800482E-01 2.7918855E-01 3.0063709E-01 3.2227485E-01 3.4402909E-01 3.6583026E-01 3.8761244E-01 4.0931381E-01 4.3087716E-01 4.5225035E-01 4.7338666E-01 4.9424503E-01 5.1479017E-01 5.3499251E-01 5.5482802E-01 5.7427791E-01 5.9332826E-01 6.1196956E-01 6.3019625E-01 6.4800619E-01 6.6540022E-01 6.8238165E-01 6.9895587E-01 7.1512993E-01 7.3091218E-01 7.4631202E-01 7.6133955E-01 7.7600544E-01 7.9032067E-01 8.0429639E-01 8.1794382E-01 8.3127410E-01 8.4429826E-01 8.5702710E-01 8.6947121E-01 8.8164084E-01 8.9354598E-01 9.0519626E-01 9.1660096E-01 9.2776904E-01 9.3870909E-01 9.4942938E-01 9.5993782E-01 9.7024199E-01 9.8034916E-01 9.9026628E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  2.0413675E+00  4.6158016E+00  5.7217155E+00  5.8247542E+00  5.8867558E+00  1.0483997E+02  5.8877978E+00  5.8261168E+00  5.7213914E+00  4.6158565E+00  2.0413764E+00  2.8085292E-01
  2.4335613E+00  4.9948935E+00  6.0964479E+00  6.1994559E+00  6.2610965E+00  1.1574545E+02  6.2621582E+00  6.2008503E+00  6.0961235E+00  4.9949504E+00  2.4335718E+00  3.0212340E-01
  2.8491145E+00  5.3974983E+00  6.4947532E+00  6.5977235E+00  6.6590138E+00  1.2753731E+02  6.6600954E+00  6.5991501E+00  6.4944284E+00  5.3975573E+00  2.8491265E+00  3.2527299E-01
  3.2892360E+00  5.8248184E+00  6.9178328E+00  7.0207574E+00  7.0817090E+00  1.4025488E+02  7.0828105E+00  7.0222164E+00  6.9175077E+00  5.8248794E+00  3.2892495E+00  3.5044592E-01
  3.7551682E+00  6.2780897E+00  7.3669220E+00  7.4697916E+00  7.5304172E+00  1.5393791E+02  7.5315388E+00  7.4712832E+00  7.3665964E+00  6.2781526E+00  3.7551831E+00  3.7779657E-01
  4.2481872E+00  6.7585817E+00  7.8432901E+00  7.9460941E+00  8.0064078E+00  1.6862656E+02  8.0075495E+00  7.9476186E+00  7.8429641E+00  6.7586466E+00  4.2482036E+00  4.0749013E-01
  4.7696033E+00  7.2675984E+00  8.3482410E+00  8.4509669E+00  8.5109843E+00  1.8436138E+02  8.5121463E+00  8.4525245E+00  8.3479145E+00  7.2676651E+00  4.7696210E+00  4.3970324E-01
  5.3207608E+00  7.8064776E+00  8.8831127E+00  8.9857462E+00  9.0454846E+00  2.0118326E+02  9.0466670E+00  8.9873373E+00  8.8827856E+00  7.8065461E+00  5.3207798E+00  4.7462470E-01
  5.9030382E+00  8.3765914E+00  9.4492777E+00  9.5518026E+00  9.6112813E+00  2.1913346E+02  9.6124842E+00  9.5534274E+00  9.4489501E+00  8.3766616E+00  5.9030584E+00  5.1245626E-01
  6.5178480E+00  8.9793457E+00  1.0048143E+01  1.0150541E+01  1.0209781E+01  2.3825353E+02  1.0211005E+01  1.0152200E+01  1.0047815E+01  8.9794178E+00  6.5178695E+00  5.5341338E-01
  7.1666373E+00  9.6161810E+00  1.0681150E+01  1.0783399E+01  1.0842426E+01  2.5858530E+02  1.0843670E+01  1.0785092E+01  1.0680821E+01  9.6162547E+00  7.1666600E+00  5.9772606E-01
  7.8508868E+00  1.0288571E+01  1.1349775E+01  1.1451851E+01  1.1510690E+01  2.8017087E+02  1.1511956E+01  1.1453579E+01  1.1349445E+01  1.0288647E+01  7.8509107E+00  6.4563971E-01
  8.5721114E+00  1.0998025E+01  1.2055527E+01  1.2157403E+01  1.2216085E+01  3.0305252E+02  1.2217371E+01  1.2159166E+01  1.2055197E+01  1.0998102E+01  8.5721364E+00  6.9741612E-01
  9.3318598E+00  1.1746083E+01  1.2799950E+01  1.2901595E+01  1.2960153E+01  3.2727274E+02  1.2961461E+01  1.2903394E+01  1.2799619E+01  1.1746162E+01  9.3318859E+00  7.5333438E-01
  1.0131714E+01  1.2534321E+01  1.3584622E+01  1.3686001E+01  1.3744473E+01  3.5287415E+02  1.3745802E+01  1.3687836E+01  1.3584290E+01  1.2534401E+01  1.0131741E+01  8.1369193E-01
  1.0973290E+01  1.3364346E+01  1.4411154E+01  1.4512229E+01  1.4570655E+01  3.7989951E+02  1.4572006E+01  1.4514099E+01  1.4410822E+01  1.3364428E+01  1.0973318E+01  8.7880565E-01
  1.1858235E+01  1.4237800E+01  1.5281191E+01  1.5381916E+01  1.5440344E+01  4.0839164E+02  1.5441716E+01  1.5383823E+01  1.5280857E+01  1.4237883E+01  1.1858265E+01  9.4901298E-01
  1.2788232E+01  1.5156354E+01  1.6196408E+01  1.6296736E+01  1.6355216E+01  4.3839340E+02  1.6356610E+01  1.6298679E+01  1.6196075E+01  1.5156439E+01  1.2788262E+01  1.0246731E+00
  1.3764993E+01  1.6121714E+01  1.7158517E+01  1.7258392E+01  1.7316982E+01  4.6994769E+02  1.7318398E+01  1.7260372E+01  1.7158183E+01  1.6121801E+01  1.3765024E+01  1.1061683E+00
  1.4790263E+01  1.7135617E+01  1.8169258E+01  1.8268618E+01  1.8327381E+01  5.0309735E+02  1.8328820E+01  1.8270637E+01  1.8168923E+01  1.7135704E+01  1.4790295E+01  1.1939051E+00
  1.5865818E+01  1.8199828E+01  1.9230404E+01  1.9329182E+01  1.9388188E+01  5.3788517E+02  1.9389649E+01  1.9331239E+01  1.9230068E+01  1.8199917E+01  1.5865851E+01  1.2883159E+00
  1.6993465E+01  1.9316144E+01  2.0343758E+01  2.0441879E+01  2.0501205E+01  5.7435387E+02  2.0502688E+01  2.0443974E+01  2.0343421E+01  1.9316235E+01  1.6993499E+01  1.3898601E+00
  1.8175042E+01  2.0486393E+01  2.1511155E+01  2.1608534E+01  2.1668266E+01  6.1254601E+02  2.1669773E+01  2.1610668E+01  2.1510817E+01  2.0486485E+01  1.8175077E+01  1.4990262E+00
  1.9412415E+01  2.1712430E+01  2.2734457E+01  2.2831003E+01  2.2891235E+01  6.5250399E+02  2.2892765E+01  2.2833176E+01  2.2734118E+01  2.1712523E+01  1.9412450E+01  1.6163327E+00
  2.0707479E+01  2.2996137E+01  2.4015558E+01  2.4111168E+01  2.4172004E+01  6.9427001E+02  2.4173556E+01  2.4113381E+01  2.4015218E+01  2.2996232E+01  2.0707515E+01  1.7423305E+00
  2.2062157E+01  2.4339427E+01  2.5356376E+01  2.5450938E+01  2.5512493E+01  7.3788602E+02  2.5514069E+01  2.5453191E+01  2.5356036E+01  2.4339523E+01  2.2062194E+01  1.8776042E+00
  2.3478400E+01  2.5744236E+01  2.6758862E+01  2.6852252E+01  2.6914649E+01  7.8339371E+02  2.6916249E+01  2.6854545E+01  2.6758520E+01  2.5744333E+01  2.3478438E+01  2.0227743E+00
  2.4958185E+01  2.7212527E+01  2.8224987E+01  2.8317069E+01  2.8380449E+01  8.3083445E+02  2.8382073E+01  2.8319405E+01  2.8224645E+01  2.7212625E+01  2.4958223E+01  2.1784990E+00
  2.6503514E+01  2.8746287E+01  2.9756754E+01  2.9847379E+01  2.9911890E+01  8.8024927E+02  2.9913538E+01  2.9849756E+01  2.9756410E+01  2.8746387E+01  2.6503554E+01  2.3454762E+00
  2.8116415E+01  3.0347529E+01  3.1356186E+01  3.1445191E+01  3.1510999E+01  9.3167879E+02  3.1512672E+01  3.1447610E+01  3.1355841E+01  3.0347630E+01  2.8116456E+01  2.5244462E+00
  2.9798939E+01  3.2018286E+01  3.3025332E+01  3.3112538E+01  3.3179824E+01  9.8516325E+02  3.3181521E+01  3.3115000E+01  3.3024987E+01  3.2018388E+01  2.9798981E+01  2.7161932E+00
