# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_100/LUXqed17_PDF4LHC15_nnlo_100-mu2-10000-imem-67.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_100/LUXqed17_plus_PDF4LHC15_nnlo_100_0067.dat
# Stamped by ./gen_qed_grid on  1/08/2017 at 14:07:28
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_100, imem =           67
 # Qphoton =    100.00000000000000     
# charm mass = 1.2750000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.1799998E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.56395142294423     
 # QCD coupling at MZ =   0.11800230075848538     
# ymax =  14.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031859, mom_gluon =    0.4554690, mom_weighted_gluon =    0.4554690
# total momentum  (final) at Qlo (& components) 1.0001395 0.0000000 0.0048456 0.0138490 0.0224472 0.0339100 0.0386496 0.4522832 0.1312032 0.2565947 0.0245456 0.0137895 0.0048361 0.0000000 0.0000000 0.0031859 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9959998  0.9976509  1.9966433  0.0018564 -0.0001295 -0.0000213  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00699 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 8.3152872E-07 1.1212865E-06 1.5120128E-06 2.0388898E-06 2.7493577E-06 3.7073848E-06 4.9992245E-06 6.7411758E-06 9.0900451E-06 1.2257245E-05 1.6527794E-05 2.2285915E-05 3.0049506E-05 4.0516550E-05 5.4627554E-05 7.3649487E-05 9.9288502E-05 1.3384109E-04 1.8039640E-04 2.4310624E-04 3.2754425E-04 4.4118124E-04 5.9401019E-04 7.9936044E-04 1.0749453E-03 1.4441868E-03 1.9378493E-03 2.5959859E-03 3.4701362E-03 4.6256093E-03 6.1435207E-03 8.1220430E-03 1.0676124E-02 1.3934832E-02 1.8035677E-02 2.3115844E-02 2.9301267E-02 3.6695443E-02 4.5370399E-02 5.5361774E-02 6.6668768E-02 7.9258282E-02 9.3071636E-02 1.0803208E-01 1.2405167E-01 1.4103685E-01 1.5889232E-01 1.7752363E-01 1.9683852E-01 2.1674753E-01 2.3716418E-01 2.5800482E-01 2.7918855E-01 3.0063709E-01 3.2227485E-01 3.4402909E-01 3.6583026E-01 3.8761244E-01 4.0931381E-01 4.3087716E-01 4.5225035E-01 4.7338666E-01 4.9424503E-01 5.1479017E-01 5.3499251E-01 5.5482802E-01 5.7427791E-01 5.9332826E-01 6.1196956E-01 6.3019625E-01 6.4800619E-01 6.6540022E-01 6.8238165E-01 6.9895587E-01 7.1512993E-01 7.3091218E-01 7.4631202E-01 7.6133955E-01 7.7600544E-01 7.9032067E-01 8.0429639E-01 8.1794382E-01 8.3127410E-01 8.4429826E-01 8.5702710E-01 8.6947121E-01 8.8164084E-01 8.9354598E-01 9.0519626E-01 9.1660096E-01 9.2776904E-01 9.3870909E-01 9.4942938E-01 9.5993782E-01 9.7024199E-01 9.8034916E-01 9.9026628E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  2.0398222E+00  4.6240470E+00  5.7381893E+00  5.8293799E+00  5.9112054E+00  1.0526168E+02  5.9122160E+00  5.8308260E+00  5.7378363E+00  4.6241037E+00  2.0398314E+00  2.8094237E-01
  2.4325035E+00  5.0034706E+00  6.1131631E+00  6.2045261E+00  6.2856592E+00  1.1616111E+02  6.2866891E+00  6.2060052E+00  6.1128097E+00  5.0035295E+00  2.4325143E+00  3.0221256E-01
  2.8485195E+00  5.4063848E+00  6.5116893E+00  6.6032135E+00  6.6836711E+00  1.2794658E+02  6.6847204E+00  6.6047257E+00  6.5113353E+00  5.4064458E+00  2.8485319E+00  3.2536196E-01
  3.2890796E+00  5.8339923E+00  6.9349697E+00  7.0266429E+00  7.1064427E+00  1.4065746E+02  7.1075114E+00  7.0281886E+00  6.9346151E+00  5.8340553E+00  3.2890934E+00  3.5053479E-01
  3.7554267E+00  6.2875295E+00  7.3842399E+00  7.4760489E+00  7.5552096E+00  1.5433352E+02  7.5562978E+00  7.4776283E+00  7.3838847E+00  6.2875945E+00  3.7554420E+00  3.7788542E-01
  4.2488377E+00  6.7682666E+00  7.8607700E+00  7.9527001E+00  8.0312414E+00  1.6901492E+02  8.0323493E+00  7.9543134E+00  7.8604142E+00  6.7683335E+00  4.2488543E+00  4.0757900E-01
  4.7706232E+00  7.2775079E+00  8.3658640E+00  8.4578991E+00  8.5358421E+00  1.8474222E+02  8.5369698E+00  8.4595466E+00  8.3655075E+00  7.2775767E+00  4.7706412E+00  4.3979216E-01
  5.3221281E+00  7.8165917E+00  8.9008604E+00  8.9929825E+00  9.0703501E+00  2.0155636E+02  9.0714977E+00  8.9946646E+00  8.9005032E+00  7.8166623E+00  5.3221474E+00  4.7471369E-01
  5.9047313E+00  8.3868904E+00  9.4671322E+00  9.5593215E+00  9.6361382E+00  2.1949859E+02  9.6373058E+00  9.5610383E+00  9.4667742E+00  8.3869628E+00  5.9047520E+00  5.1254531E-01
  6.5198461E+00  8.9898106E+00  1.0066087E+01  1.0158321E+01  1.0234614E+01  2.3861047E+02  1.0235801E+01  1.0160073E+01  1.0065728E+01  8.9898848E+00  6.5198679E+00  5.5350246E-01
  7.1689196E+00  9.6267930E+00  1.0699166E+01  1.0791420E+01  1.0867218E+01  2.5893387E+02  1.0868426E+01  1.0793208E+01  1.0698806E+01  9.6268689E+00  7.1689426E+00  5.9781511E-01
  7.8534331E+00  1.0299312E+01  1.1367845E+01  1.1460093E+01  1.1535427E+01  2.8051086E+02  1.1536655E+01  1.1461916E+01  1.1367485E+01  1.0299390E+01  7.8534574E+00  6.4572866E-01
  8.5749020E+00  1.1008876E+01  1.2073636E+01  1.2165846E+01  1.2240751E+01  3.0338375E+02  1.2242000E+01  1.2167705E+01  1.2073274E+01  1.1008955E+01  8.5749274E+00  6.9750486E-01
  9.3348752E+00  1.1757027E+01  1.2818081E+01  1.2910219E+01  1.2984734E+01  3.2759505E+02  1.2986003E+01  1.2912115E+01  1.2817719E+01  1.1757108E+01  9.3349017E+00  7.5342277E-01
  1.0134935E+01  1.2545340E+01  1.3602759E+01  1.3694788E+01  1.3768953E+01  3.5318737E+02  1.3770244E+01  1.3696720E+01  1.3602396E+01  1.2545423E+01  1.0134963E+01  8.1377980E-01
  1.0976698E+01  1.3375424E+01  1.4429281E+01  1.4521158E+01  1.4595021E+01  3.8020348E+02  1.4596333E+01  1.4523127E+01  1.4428917E+01  1.3375508E+01  1.0976727E+01  8.7889279E-01
  1.1861812E+01  1.4248919E+01  1.5299292E+01  1.5390971E+01  1.5464581E+01  4.0868619E+02  1.5465914E+01  1.5392977E+01  1.5298927E+01  1.4249004E+01  1.1861842E+01  9.4909915E-01
  1.2791959E+01  1.5167498E+01  1.6214469E+01  1.6305897E+01  1.6379311E+01  4.3867840E+02  1.6380665E+01  1.6307942E+01  1.6214103E+01  1.5167585E+01  1.2791990E+01  1.0247580E+00
  1.3768852E+01  1.6132867E+01  1.7176522E+01  1.7267642E+01  1.7340920E+01  4.7022297E+02  1.7342296E+01  1.7269725E+01  1.7176155E+01  1.6132956E+01  1.3768884E+01  1.1062517E+00
