# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_100/LUXqed17_PDF4LHC15_nnlo_100-mu2-10000-imem-22.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_100/LUXqed17_plus_PDF4LHC15_nnlo_100_0022.dat
# Stamped by ./gen_qed_grid on  1/08/2017 at 14:06:47
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_100, imem =           22
 # Qphoton =    100.00000000000000     
# charm mass = 1.2750000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.1799998E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.56395142294423     
 # QCD coupling at MZ =   0.11800230075848538     
# ymax =  14.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031831, mom_gluon =    0.4565888, mom_weighted_gluon =    0.4565888
# total momentum  (final) at Qlo (& components) 1.0000584 0.0000000 0.0048249 0.0138886 0.0230554 0.0335213 0.0383169 0.4534057 0.1301779 0.2557463 0.0252888 0.0138335 0.0048161 0.0000000 0.0000000 0.0031831 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9951030  0.9973070  1.9968950  0.0010432 -0.0001221 -0.0000201  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00697 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 8.3152872E-07 1.1212865E-06 1.5120128E-06 2.0388898E-06 2.7493577E-06 3.7073848E-06 4.9992245E-06 6.7411758E-06 9.0900451E-06 1.2257245E-05 1.6527794E-05 2.2285915E-05 3.0049506E-05 4.0516550E-05 5.4627554E-05 7.3649487E-05 9.9288502E-05 1.3384109E-04 1.8039640E-04 2.4310624E-04 3.2754425E-04 4.4118124E-04 5.9401019E-04 7.9936044E-04 1.0749453E-03 1.4441868E-03 1.9378493E-03 2.5959859E-03 3.4701362E-03 4.6256093E-03 6.1435207E-03 8.1220430E-03 1.0676124E-02 1.3934832E-02 1.8035677E-02 2.3115844E-02 2.9301267E-02 3.6695443E-02 4.5370399E-02 5.5361774E-02 6.6668768E-02 7.9258282E-02 9.3071636E-02 1.0803208E-01 1.2405167E-01 1.4103685E-01 1.5889232E-01 1.7752363E-01 1.9683852E-01 2.1674753E-01 2.3716418E-01 2.5800482E-01 2.7918855E-01 3.0063709E-01 3.2227485E-01 3.4402909E-01 3.6583026E-01 3.8761244E-01 4.0931381E-01 4.3087716E-01 4.5225035E-01 4.7338666E-01 4.9424503E-01 5.1479017E-01 5.3499251E-01 5.5482802E-01 5.7427791E-01 5.9332826E-01 6.1196956E-01 6.3019625E-01 6.4800619E-01 6.6540022E-01 6.8238165E-01 6.9895587E-01 7.1512993E-01 7.3091218E-01 7.4631202E-01 7.6133955E-01 7.7600544E-01 7.9032067E-01 8.0429639E-01 8.1794382E-01 8.3127410E-01 8.4429826E-01 8.5702710E-01 8.6947121E-01 8.8164084E-01 8.9354598E-01 9.0519626E-01 9.1660096E-01 9.2776904E-01 9.3870909E-01 9.4942938E-01 9.5993782E-01 9.7024199E-01 9.8034916E-01 9.9026628E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  2.0269918E+00  4.5715101E+00  5.6260621E+00  5.7916857E+00  5.8416867E+00  1.0410450E+02  5.8426885E+00  5.7931033E+00  5.6257848E+00  4.5715629E+00  2.0270004E+00  2.8031038E-01
  2.4189496E+00  4.9508901E+00  6.0014219E+00  6.1664314E+00  6.2161716E+00  1.1504185E+02  6.2171927E+00  6.1678813E+00  6.0011442E+00  4.9509450E+00  2.4189597E+00  3.0153724E-01
  2.8343051E+00  5.3538109E+00  6.4003809E+00  6.5647771E+00  6.6142659E+00  1.2686481E+02  6.6153064E+00  6.5662597E+00  6.4001027E+00  5.3538679E+00  2.8343168E+00  3.2464305E-01
  3.2742655E+00  5.7814733E+00  6.8241389E+00  6.9879216E+00  7.0371691E+00  1.3961275E+02  7.0382291E+00  6.9894370E+00  6.8238602E+00  5.7815323E+00  3.2742787E+00  3.4977206E-01
  3.7400713E+00  6.2351118E+00  7.2739299E+00  7.4370972E+00  7.4861149E+00  1.5332540E+02  7.4871944E+00  7.4386458E+00  7.2736507E+00  6.2351726E+00  3.7400860E+00  3.7707868E-01
  4.2329973E+00  6.7159946E+00  7.7510221E+00  7.9135704E+00  7.9623711E+00  1.6804296E+02  7.9634703E+00  7.9151524E+00  7.7507422E+00  6.7160574E+00  4.2330133E+00  4.0672811E-01
  4.7543519E+00  7.2254245E+00  8.2567178E+00  8.4186419E+00  8.4672398E+00  1.8380597E+02  8.4683588E+00  8.4202574E+00  8.2564374E+00  7.2254891E+00  4.7543693E+00  4.3889700E-01
  5.3054781E+00  7.7647379E+00  8.7923541E+00  8.9536464E+00  9.0020577E+00  2.0065535E+02  9.0031967E+00  8.9552959E+00  8.7920730E+00  7.7648043E+00  5.3054968E+00  4.7377422E-01
  5.8877528E+00  8.3353057E+00  9.3593024E+00  9.5199531E+00  9.5681959E+00  2.1863237E+02  9.5693549E+00  9.5216368E+00  9.3590205E+00  8.3353738E+00  5.8877728E+00  5.1156150E-01
  6.5025874E+00  8.9385330E+00  9.9589685E+00  1.0118965E+01  1.0167060E+01  2.3777859E+02  1.0168239E+01  1.0120684E+01  9.9586859E+00  8.9386029E+00  6.5026086E+00  5.5247435E-01
  7.1514273E+00  9.5758589E+00  1.0592793E+01  1.0752121E+01  1.0800090E+01  2.5813586E+02  1.0801290E+01  1.0753874E+01  1.0592509E+01  9.5759304E+00  7.1514497E+00  5.9674278E-01
  7.8357522E+00  1.0248756E+01  1.1262250E+01  1.1420891E+01  1.1468761E+01  2.7974628E+02  1.1469981E+01  1.1422679E+01  1.1261966E+01  1.0248830E+01  7.8357758E+00  6.4461224E-01
  8.5570757E+00  1.0958733E+01  1.1968849E+01  1.2126782E+01  1.2174581E+01  3.0265215E+02  1.2175822E+01  1.2128605E+01  1.1968564E+01  1.0958808E+01  8.5571004E+00  6.9634453E-01
  9.3169453E+00  1.1707329E+01  1.2714133E+01  1.2871332E+01  1.2919093E+01  3.2689596E+02  1.2920355E+01  1.2873191E+01  1.2713847E+01  1.1707405E+01  9.3169711E+00  7.5221877E-01
  1.0116942E+01  1.2496118E+01  1.3499678E+01  1.3656115E+01  1.3703874E+01  3.5252036E+02  1.3705156E+01  1.3658010E+01  1.3499392E+01  1.2496196E+01  1.0116969E+01  8.1253244E-01
  1.0958680E+01  1.3326707E+01  1.4327095E+01  1.4482735E+01  1.4530533E+01  3.7956811E+02  1.4531837E+01  1.4484667E+01  1.4326808E+01  1.3326786E+01  1.0958708E+01  8.7760243E-01
  1.1843807E+01  1.4200737E+01  1.5198028E+01  1.5352832E+01  1.5400714E+01  4.0808203E+02  1.5402039E+01  1.5354801E+01  1.5197739E+01  1.4200818E+01  1.1843836E+01  9.4776622E-01
  1.2774003E+01  1.5119878E+01  1.6114152E+01  1.6268077E+01  1.6316093E+01  4.3810500E+02  1.6317439E+01  1.6270082E+01  1.6113862E+01  1.5119961E+01  1.2774033E+01  1.0233830E+00
  1.3750980E+01  1.6085836E+01  1.7077176E+01  1.7230171E+01  1.7278378E+01  4.6967992E+02  1.7279746E+01  1.7232215E+01  1.7076885E+01  1.6085920E+01  1.3751011E+01  1.1048351E+00
