7.2443596007e+01 7.5857757503e+01 3.4141614954e+00
7.5857757503e+01 7.9432823472e+01 3.5750659695e+00
7.9432823472e+01 8.3176377110e+01 3.7435536378e+00
8.3176377110e+01 8.7096358996e+01 3.9199818853e+00
8.7096358996e+01 9.1201083936e+01 4.1047249400e+00
9.1201083936e+01 9.5499258602e+01 4.2981746666e+00
9.5499258602e+01 1.0000000000e+02 4.5007413979e+00
1.0000000000e+02 1.0471285481e+02 4.7128548051e+00
1.0471285481e+02 1.0964781961e+02 4.9349648092e+00
1.0964781961e+02 1.1481536215e+02 5.1675425354e+00
1.1481536215e+02 1.2022644346e+02 5.4110813121e+00
1.2022644346e+02 1.2589254118e+02 5.6660977177e+00
1.2589254118e+02 1.3182567386e+02 5.9331326762e+00
1.3182567386e+02 1.3803842646e+02 6.2127526046e+00
1.3803842646e+02 1.4454397707e+02 6.5055506143e+00
1.4454397707e+02 1.5135612484e+02 6.8121477690e+00
1.5135612484e+02 1.5848931925e+02 7.1331944025e+00
1.5848931925e+02 1.6595869074e+02 7.4693714976e+00
1.6595869074e+02 1.7378008287e+02 7.8213921312e+00
1.7378008287e+02 1.8197008586e+02 8.1900029861e+00
1.8197008586e+02 1.9054607180e+02 8.5759859353e+00
1.9054607180e+02 1.9952623150e+02 8.9801597006e+00
1.9952623150e+02 2.0892961309e+02 9.4033815885e+00
2.0892961309e+02 2.1877616239e+02 9.8465493096e+00
2.1877616239e+02 2.2908676528e+02 1.0310602882e+01
2.2908676528e+02 2.3988329190e+02 1.0796526625e+01
2.3988329190e+02 2.5118864315e+02 1.1305351249e+01
2.5118864315e+02 2.6302679919e+02 1.1838156039e+01
2.6302679919e+02 2.7542287033e+02 1.2396071144e+01
2.7542287033e+02 2.8840315031e+02 1.2980279979e+01
2.8840315031e+02 3.0199517204e+02 1.3592021728e+01
3.0199517204e+02 3.1622776602e+02 1.4232593977e+01
3.1622776602e+02 3.3113112148e+02 1.4903355466e+01
3.3113112148e+02 3.4673685045e+02 1.5605728970e+01
3.4673685045e+02 3.6307805477e+02 1.6341204318e+01
3.6307805477e+02 3.8018939632e+02 1.7111341550e+01
3.8018939632e+02 3.9810717055e+02 1.7917774233e+01
3.9810717055e+02 4.1686938347e+02 1.8762212917e+01
4.1686938347e+02 4.3651583224e+02 1.9646448770e+01
4.3651583224e+02 4.5708818961e+02 2.0572357375e+01
4.5708818961e+02 4.7863009232e+02 2.1541902708e+01
4.7863009232e+02 5.0118723363e+02 2.2557141305e+01
5.0118723363e+02 5.2480746025e+02 2.3620226623e+01
5.2480746025e+02 5.4954087386e+02 2.4733413608e+01
5.4954087386e+02 5.7543993734e+02 2.5899063480e+01
5.7543993734e+02 6.0255958607e+02 2.7119648737e+01
6.0255958607e+02 6.3095734448e+02 2.8397758406e+01
6.3095734448e+02 6.6069344801e+02 2.9736103527e+01
6.6069344801e+02 6.9183097092e+02 3.1137522911e+01
6.9183097092e+02 7.2443596007e+02 3.2604989156e+01
7.2443596007e+02 7.5857757503e+02 3.4141614954e+01
7.5857757503e+02 7.9432823472e+02 3.5750659695e+01
7.9432823472e+02 8.3176377110e+02 3.7435536378e+01
8.3176377110e+02 8.7096358996e+02 3.9199818853e+01
8.7096358996e+02 9.1201083936e+02 4.1047249400e+01
9.1201083936e+02 9.5499258602e+02 4.2981746666e+01
9.5499258602e+02 1.0000000000e+03 4.5007413979e+01
1.0000000000e+03 1.0471285481e+03 4.7128548051e+01
1.0471285481e+03 1.0964781961e+03 4.9349648092e+01
1.0964781961e+03 1.1481536215e+03 5.1675425354e+01
1.1481536215e+03 1.2022644346e+03 5.4110813121e+01
1.2022644346e+03 1.2589254118e+03 5.6660977177e+01
1.2589254118e+03 1.3182567386e+03 5.9331326762e+01
1.3182567386e+03 1.3803842646e+03 6.2127526046e+01
1.3803842646e+03 1.4454397707e+03 6.5055506143e+01
1.4454397707e+03 1.5135612484e+03 6.8121477690e+01
1.5135612484e+03 1.5848931925e+03 7.1331944025e+01
1.5848931925e+03 1.6595869074e+03 7.4693714976e+01
1.6595869074e+03 1.7378008287e+03 7.8213921312e+01
1.7378008287e+03 1.8197008586e+03 8.1900029861e+01
1.8197008586e+03 1.9054607180e+03 8.5759859353e+01
1.9054607180e+03 1.9952623150e+03 8.9801597006e+01
1.9952623150e+03 2.0892961309e+03 9.4033815885e+01
2.0892961309e+03 2.1877616239e+03 9.8465493096e+01
2.1877616239e+03 2.2908676528e+03 1.0310602882e+02
2.2908676528e+03 2.3988329190e+03 1.0796526625e+02
2.3988329190e+03 2.5118864315e+03 1.1305351249e+02
2.5118864315e+03 2.6302679919e+03 1.1838156039e+02
2.6302679919e+03 2.7542287033e+03 1.2396071144e+02
2.7542287033e+03 2.8840315031e+03 1.2980279979e+02
2.8840315031e+03 3.0199517204e+03 1.3592021728e+02
3.0199517204e+03 3.1622776602e+03 1.4232593977e+02
3.1622776602e+03 3.3113112148e+03 1.4903355466e+02
3.3113112148e+03 3.4673685045e+03 1.5605728970e+02
3.4673685045e+03 3.6307805477e+03 1.6341204318e+02
3.6307805477e+03 3.8018939632e+03 1.7111341550e+02
3.8018939632e+03 3.9810717055e+03 1.7917774233e+02
3.9810717055e+03 4.1686938347e+03 1.8762212917e+02
4.1686938347e+03 4.3651583224e+03 1.9646448770e+02
4.3651583224e+03 4.5708818961e+03 2.0572357375e+02
4.5708818961e+03 4.7863009232e+03 2.1541902708e+02
4.7863009232e+03 5.0118723363e+03 2.2557141305e+02
5.0118723363e+03 5.2480746025e+03 2.3620226623e+02
5.2480746025e+03 5.4954087386e+03 2.4733413608e+02
5.4954087386e+03 5.7543993734e+03 2.5899063480e+02
5.7543993734e+03 6.0255958607e+03 2.7119648737e+02
6.0255958607e+03 6.3095734448e+03 2.8397758406e+02
6.3095734448e+03 6.6069344801e+03 2.9736103527e+02
6.6069344801e+03 6.9183097092e+03 3.1137522911e+02
6.9183097092e+03 7.2443596007e+03 3.2604989156e+02
7.2443596007e+03 7.5857757503e+03 3.4141614954e+02
7.5857757503e+03 7.9432823472e+03 3.5750659695e+02
7.9432823472e+03 8.3176377110e+03 3.7435536378e+02
8.3176377110e+03 8.7096358996e+03 3.9199818853e+02
8.7096358996e+03 9.1201083936e+03 4.1047249400e+02
9.1201083936e+03 9.5499258602e+03 4.2981746666e+02
9.5499258602e+03 1.0000000000e+04 4.5007413979e+02
1.0000000000e+04 1.0471285481e+04 4.7128548051e+02
