PdfType: replica
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  5.9954962e-03  7.9917318e-01  4.0508398e-01  1.1563460e+00  2.0853619e+01  1.1563712e+00  4.0510941e-01  7.9865205e-01  5.9954962e-03  0.0000000e+00 
  2.3841858e-08  2.0593469e-01  9.9769437e-01  6.0508180e-01  1.3532568e+00  2.5029808e+01  1.3532826e+00  6.0510749e-01  9.9716669e-01  2.0593469e-01  2.3841858e-08 
  3.1789146e-08  4.5409861e-01  1.2444515e+00  8.5330290e-01  1.5984160e+00  3.0179707e+01  1.5984417e+00  8.5332859e-01  1.2439170e+00  4.5409861e-01  3.1789146e-08 
  7.9472862e-08  7.5946110e-01  1.5484182e+00  1.1587207e+00  1.9007967e+00  3.6515221e+01  1.9008229e+00  1.1587470e+00  1.5478767e+00  7.5946110e-01  7.9472862e-08 
  9.5367433e-08  1.1320189e+00  1.9195912e+00  1.5313327e+00  2.2703965e+00  4.4289696e+01  2.2704229e+00  1.5313590e+00  1.9190426e+00  1.1320189e+00  9.5367433e-08 
  0.0000000e+00  1.5828793e+00  2.3690767e+00  1.9822456e+00  2.7183213e+00  5.3803864e+01  2.7183478e+00  1.9822719e+00  2.3685219e+00  1.5828793e+00  0.0000000e+00 
 -1.9073487e-07  2.1243548e+00  2.9091878e+00  2.5237718e+00  3.2568831e+00  6.5412262e+01  3.2569101e+00  2.5237987e+00  2.9086263e+00  2.1243548e+00 -1.9073487e-07 
  3.1789146e-08  2.7700756e+00  3.5535548e+00  3.1695416e+00  3.8997118e+00  7.9530060e+01  3.8997383e+00  3.1695681e+00  3.5529857e+00  2.7700751e+00  3.1789146e-08 
  1.9073487e-07  3.5351055e+00  4.3172407e+00  3.9346192e+00  4.6618719e+00  9.6640335e+01  4.6618991e+00  3.9346466e+00  4.3166652e+00  3.5351055e+00  1.9073487e-07 
  1.9073487e-07  4.4360781e+00  5.2168789e+00  4.8356371e+00  5.5599947e+00  1.1730180e+02  5.5600219e+00  4.8356643e+00  5.2162957e+00  4.4360781e+00  1.9073487e-07 
 -6.3578291e-08  5.4913321e+00  6.2708077e+00  5.8909359e+00  6.6124196e+00  1.4215692e+02  6.6124463e+00  5.8909621e+00  6.2702169e+00  5.4913311e+00 -6.3578291e-08 
 -2.5431316e-07  6.7211461e+00  7.4993062e+00  7.1207919e+00  7.8394241e+00  1.7194078e+02  7.8394518e+00  7.1208196e+00  7.4987082e+00  6.7211452e+00 -2.5431316e-07 
  1.5891661e-08  6.2326668e-03  7.8781801e-01  4.0710685e-01  1.1305155e+00  1.9691872e+01  1.1305411e+00  4.0713304e-01  7.8725368e-01  6.2326668e-03  1.5897482e-08 
 -4.7683717e-08  1.9702798e-01  9.7721630e-01  5.9792316e-01  1.3183576e+00  2.3688435e+01  1.3183841e+00  5.9794962e-01  9.7664481e-01  1.9702798e-01 -4.7683717e-08 
 -4.7683717e-08  4.3403479e-01  1.2128372e+00  8.3494979e-01  1.5524344e+00  2.8619762e+01  1.5524606e+00  8.3497638e-01  1.2122585e+00  4.3403479e-01 -4.7683717e-08 
 -3.1789146e-08  7.2574145e-01  1.5031688e+00  1.1266754e+00  1.8412340e+00  3.4688698e+01  1.8412604e+00  1.1267018e+00  1.5025824e+00  7.2574145e-01 -3.1789146e-08 
  1.5894573e-08  1.0815846e+00  1.8576471e+00  1.4825357e+00  2.1941915e+00  4.2137280e+01  2.1942189e+00  1.4825627e+00  1.8570535e+00  1.0815843e+00  1.5894573e-08 
 -2.2252401e-07  1.5120255e+00  2.2867343e+00  1.9129925e+00  2.6217699e+00  5.1252243e+01  2.6217968e+00  1.9130199e+00  2.2861331e+00  1.5120255e+00 -2.2252401e-07 
