  1.4796921E+01  1.7154404E+01  1.8179471E+01  1.8268067E+01  1.8344560E+01  5.0333597E+02  1.8345848E+01  1.8270130E+01  1.8179451E+01  1.7154493E+01  1.4796953E+01  1.1936380E+00
  1.5872182E+01  1.8218063E+01  1.9240193E+01  1.9328373E+01  1.9404823E+01  5.3809746E+02  1.9406134E+01  1.9330475E+01  1.9240173E+01  1.8218153E+01  1.5872215E+01  1.2880235E+00
  1.6999504E+01  1.9333801E+01  2.0353096E+01  2.0440781E+01  2.0517271E+01  5.7453963E+02  2.0518604E+01  2.0442923E+01  2.0353074E+01  1.9333893E+01  1.6999538E+01  1.3895402E+00
  1.8180723E+01  2.0503444E+01  2.1520013E+01  2.1607117E+01  2.1683737E+01  6.1270499E+02  2.1685093E+01  2.1609299E+01  2.1519990E+01  2.0503537E+01  1.8180758E+01  1.4986760E+00
  1.9417706E+01  2.1728848E+01  2.2742807E+01  2.2829235E+01  2.2906083E+01  6.5263591E+02  2.2907462E+01  2.2831458E+01  2.2742783E+01  2.1728942E+01  1.9417742E+01  1.6159497E+00
  2.0712348E+01  2.3011894E+01  2.4023369E+01  2.4109018E+01  2.4186202E+01  6.9437453E+02  2.4187604E+01  2.4111282E+01  2.4023344E+01  2.3011990E+01  2.0712385E+01  1.7419115E+00
  2.2066571E+01  2.4354495E+01  2.5363621E+01  2.5448375E+01  2.5526012E+01  7.3796276E+02  2.5527438E+01  2.5450681E+01  2.5363594E+01  2.4354591E+01  2.2066608E+01  1.8771461E+00
  2.3482325E+01  2.5758585E+01  2.6765508E+01  2.6849242E+01  2.6927462E+01  7.8344224E+02  2.6928911E+01  2.6851589E+01  2.6765479E+01  2.5758683E+01  2.3482364E+01  2.0222736E+00
  2.4961588E+01  2.7226127E+01  2.8231004E+01  2.8313580E+01  2.8392524E+01  8.3085429E+02  2.8393997E+01  2.8315970E+01  2.8230975E+01  2.7226227E+01  2.4961627E+01  2.1779518E+00
  2.6506360E+01  2.8759109E+01  2.9762110E+01  2.9843376E+01  2.9923199E+01  8.8023988E+02  2.9924696E+01  2.9845809E+01  2.9762079E+01  2.8759210E+01  2.6506400E+01  2.3448786E+00
  2.8118668E+01  3.0359540E+01  3.1360849E+01  3.1440639E+01  3.1521510E+01  9.3163961E+02  3.1523031E+01  3.1443116E+01  3.1360816E+01  3.0359642E+01  2.8118709E+01  2.5237937E+00
  2.9800563E+01  3.2029454E+01  3.3029268E+01  3.3107403E+01  3.3189504E+01  9.8509365E+02  3.3191051E+01  3.3109924E+01  3.3029234E+01  3.2029557E+01  2.9800605E+01  2.7154811E+00
  3.1554118E+01  3.3770905E+01  3.4769439E+01  3.4845721E+01  3.4929253E+01  1.0406417E+03  3.4930824E+01  3.4848287E+01  3.4769403E+01  3.3771010E+01  3.1554160E+01  2.9207718E+00
  3.3381427E+01  3.5585969E+01  3.6583453E+01  3.6657667E+01  3.6742849E+01  1.0983231E+03  3.6744445E+01  3.6660278E+01  3.6583416E+01  3.5586075E+01  3.3381469E+01  3.1405459E+00
  3.5284605E+01  3.7476740E+01  3.8473425E+01  3.8545337E+01  3.8632404E+01  1.1581763E+03  3.8634026E+01  3.8547993E+01  3.8473385E+01  3.7476847E+01  3.5284648E+01  3.3757354E+00
  3.7265787E+01  3.9445331E+01  4.0441485E+01  4.0510841E+01  4.0600052E+01  1.2202398E+03  4.0601700E+01  4.0513544E+01  4.0441444E+01  3.9445439E+01  3.7265831E+01  3.6273273E+00
  3.9327126E+01  4.1493870E+01  4.2489786E+01  4.2556308E+01  4.2647943E+01  1.2845508E+03  4.2649616E+01  4.2559058E+01  4.2489744E+01  4.1493979E+01  3.9327170E+01  3.8963662E+00
  4.1470792E+01  4.3624504E+01  4.4620496E+01  4.4683885E+01  4.4778245E+01  1.3511465E+03  4.4779945E+01  4.4686682E+01  4.4620452E+01  4.3624614E+01  4.1470837E+01  4.1839576E+00
  4.3698971E+01  4.5839391E+01  4.6835799E+01  4.6895728E+01  4.6993143E+01  1.4200630E+03  4.6994869E+01  4.6898573E+01  4.6835753E+01  4.5839503E+01  4.3699017E+01  4.4912711E+00
  4.6013864E+01  4.8140704E+01  4.9137893E+01  4.9194010E+01  4.9294835E+01  1.4913359E+03  4.9296588E+01  4.9196904E+01  4.9137845E+01  4.8140817E+01  4.6013911E+01  4.8195440E+00
  4.8417685E+01  5.0530627E+01  5.1528991E+01  5.1580915E+01  5.1685533E+01  1.5650000E+03  5.1687313E+01  5.1583858E+01  5.1528941E+01  5.0530741E+01  4.8417732E+01  5.1700845E+00
  5.0912660E+01  5.3011353E+01  5.4011318E+01  5.4058635E+01  5.4167463E+01  1.6410895E+03  5.4169270E+01  5.4061628E+01  5.4011266E+01  5.3011468E+01  5.0912708E+01  5.5442761E+00
  5.3501026E+01  5.5585085E+01  5.6587108E+01  5.6629373E+01  5.6742859E+01  1.7196375E+03  5.6744693E+01  5.6632417E+01  5.6587054E+01  5.5585201E+01  5.3501074E+01  5.9435811E+00
  5.6185029E+01  5.8254033E+01  5.9258606E+01  5.9295339E+01  5.9413965E+01  1.8006766E+03  5.9415827E+01  5.9298433E+01  5.9258551E+01  5.8254150E+01  5.6185078E+01  6.3695451E+00
  5.8966922E+01  6.1020411E+01  6.2028065E+01  6.2058746E+01  6.2183034E+01  1.8842384E+03  6.2184924E+01  6.2061892E+01  6.2028007E+01  6.1020529E+01  5.8966972E+01  6.8238014E+00
  6.1848967E+01  6.3886440E+01  6.4897743E+01  6.4921814E+01  6.5052324E+01  1.9703536E+03  6.5054244E+01  6.4925013E+01  6.4897683E+01  6.3886559E+01  6.1849017E+01  7.3080753E+00
  1.8623743E+00  4.2292893E+00  5.2538684E+00  5.3476942E+00  5.4196143E+00  9.6889362E+01  5.4206623E+00  5.3493429E+00  5.2538494E+00  4.2293534E+00  1.8623848E+00  2.6362781E-01
  2.2232437E+00  4.5785052E+00  5.5994427E+00  5.6934219E+00  5.7646826E+00  1.0696829E+02  5.7657532E+00  5.6951088E+00  5.5994234E+00  4.5785717E+00  2.2232560E+00  2.8313479E-01
  2.6051051E+00  4.9488413E+00  5.9661825E+00  6.0603053E+00  6.1309224E+00  1.1783602E+02  6.1320158E+00  6.0620307E+00  5.9661627E+00  4.9489099E+00  2.6051191E+00  3.0434294E-01
  3.0090060E+00  5.3413385E+00  6.3551282E+00  6.4493841E+00  6.5193741E+00  1.2952561E+02  6.5204904E+00  6.4511482E+00  6.3551079E+00  5.3414094E+00  3.0090216E+00  3.2738059E-01
  3.4360209E+00  5.7570655E+00  6.7673481E+00  6.8617251E+00  6.9311057E+00  1.4207046E+02  6.9322449E+00  6.8635284E+00  6.7673272E+00  5.7571385E+00  3.4360382E+00  3.5238495E-01
  3.8872517E+00  6.1971181E+00  7.2039378E+00  7.2984229E+00  7.3672126E+00  1.5550425E+02  7.3683749E+00  7.3002655E+00  7.2039162E+00  6.1971932E+00  3.8872706E+00  3.7950263E-01
  4.3638275E+00  6.6626193E+00  7.6660206E+00  7.7605991E+00  7.8288179E+00  1.6986087E+02  7.8300036E+00  7.7624815E+00  7.6659984E+00  6.6626964E+00  4.3638478E+00  4.0889022E-01
  4.8669042E+00  7.1547195E+00  8.1547474E+00  8.2494028E+00  8.3170723E+00  1.8517445E+02  8.3182814E+00  8.2513254E+00  8.1547243E+00  7.1547986E+00  4.8669260E+00  4.4071488E-01
  5.3976653E+00  7.6745961E+00  8.6712961E+00  8.7660103E+00  8.8331537E+00  2.0147930E+02  8.8343864E+00  8.7679733E+00  8.6712722E+00  7.6746771E+00  5.3976885E+00  4.7515502E-01
  5.9573209E+00  8.2234535E+00  9.2168722E+00  9.3116248E+00  9.3782674E+00  2.1880988E+02  9.3795238E+00  9.3136286E+00  9.2168474E+00  8.2235364E+00  5.9573455E+00  5.1240090E-01
  6.5471081E+00  8.8025229E+00  9.7927082E+00  9.8874763E+00  9.9536456E+00  2.3720076E+02  9.9549259E+00  9.8895214E+00  9.7926824E+00  8.8026076E+00  6.5471340E+00  5.5265540E-01
  7.1682906E+00  9.4130618E+00  1.0400063E+01  1.0494822E+01  1.0560547E+01  2.5668660E+02  1.0561852E+01  1.0496908E+01  1.0400036E+01  9.4131484E+00  7.1683178E+00  5.9613474E-01
  7.8221582E+00  1.0056354E+01  1.1040223E+01  1.1134944E+01  1.1200259E+01  2.7730212E+02  1.1201587E+01  1.1137072E+01  1.1040195E+01  1.0056443E+01  7.8221867E+00  6.4306925E-01
  8.5100272E+00  1.0733710E+01  1.1714501E+01  1.1809151E+01  1.1874092E+01  2.9908208E+02  1.1875445E+01  1.1811322E+01  1.1714472E+01  1.0733800E+01  8.5100569E+00  6.9370421E-01
  9.2332394E+00  1.1446465E+01  1.2424233E+01  1.2518779E+01  1.2583384E+01  3.2206121E+02  1.2584762E+01  1.2520993E+01  1.2424203E+01  1.1446557E+01  9.2332702E+00  7.4830068E-01
  9.9931621E+00  1.2195979E+01  1.3170785E+01  1.3265186E+01  1.3329500E+01  3.4627425E+02  1.3330902E+01  1.3267444E+01  1.3170754E+01  1.2196072E+01  9.9931941E+00  8.0713649E-01
  1.0791188E+01  1.2983638E+01  1.3955545E+01  1.4049759E+01  1.4113827E+01  3.7175584E+02  1.4115255E+01  1.4052060E+01  1.3955512E+01  1.2983733E+01  1.0791221E+01  8.7050709E-01
  1.1628733E+01  1.3810851E+01  1.4779927E+01  1.4873905E+01  1.4937781E+01  3.9854055E+02  1.4939233E+01  1.4876250E+01  1.4779893E+01  1.3810948E+01  1.1628767E+01  9.3872666E-01
  1.2507239E+01  1.4679053E+01  1.5645368E+01  1.5739057E+01  1.5802798E+01  4.2666283E+02  1.5804276E+01  1.5741447E+01  1.5645333E+01  1.4679152E+01  1.2507275E+01  1.0121291E+00
  1.3428171E+01  1.5589700E+01  1.6553331E+01  1.6646672E+01  1.6710340E+01  4.5615697E+02  1.6711844E+01  1.6649107E+01  1.6553295E+01  1.5589800E+01  1.3428208E+01  1.0910691E+00
  1.4393017E+01  1.6544271E+01  1.7505301E+01  1.7598229E+01  1.7661893E+01  4.8705710E+02  1.7663422E+01  1.7600709E+01  1.7505263E+01  1.6544373E+01  1.4393054E+01  1.1759235E+00
  1.5403286E+01  1.7544269E+01  1.8502786E+01  1.8595227E+01  1.8658963E+01  5.1939712E+02  1.8660519E+01  1.8597754E+01  1.8502746E+01  1.7544372E+01  1.5403324E+01  1.2670922E+00
  1.6460511E+01  1.8591215E+01  1.9547315E+01  1.9639191E+01  1.9703081E+01  5.5321071E+02  1.9704664E+01  1.9641764E+01  1.9547273E+01  1.8591319E+01  1.6460551E+01  1.3649999E+00
  1.7566246E+01  1.9686654E+01  2.0640438E+01  2.0731662E+01  2.0795798E+01  5.8853126E+02  2.0797407E+01  2.0734283E+01  2.0640396E+01  1.9686760E+01  1.7566286E+01  1.4700969E+00
  1.8722065E+01  2.0832149E+01  2.1783729E+01  2.1874204E+01  2.1938685E+01  6.2539189E+02  2.1940321E+01  2.1876872E+01  2.1783685E+01  2.0832256E+01  1.8722106E+01  1.5828611E+00
  1.9929561E+01  2.2029283E+01  2.2978779E+01  2.3068399E+01  2.3133334E+01  6.6382537E+02  2.3134997E+01  2.3071116E+01  2.2978732E+01  2.2029392E+01  1.9929603E+01  1.7037990E+00
  2.1190347E+01  2.3279658E+01  2.4227197E+01  2.4315848E+01  2.4381355E+01  7.0386413E+02  2.4383045E+01  2.4318613E+01  2.4227150E+01  2.3279768E+01  2.1190390E+01  1.8334475E+00
  2.2506055E+01  2.4584891E+01  2.5530615E+01  2.5618169E+01  2.5684378E+01  7.4554021E+02  2.5686096E+01  2.5620984E+01  2.5530565E+01  2.4585002E+01  2.2506099E+01  1.9723756E+00
  2.3878333E+01  2.5946619E+01  2.6890678E+01  2.6976997E+01  2.7044049E+01  7.8888523E+02  2.7045795E+01  2.6979862E+01  2.6890627E+01  2.5946732E+01  2.3878378E+01  2.1211860E+00
  2.5308848E+01  2.7366492E+01  2.8309050E+01  2.8393983E+01  2.8462033E+01  8.3393038E+02  2.8463807E+01  2.8396897E+01  2.8308997E+01  2.7366606E+01  2.5308893E+01  2.2805172E+00
  2.6799279E+01  2.8846177E+01  2.9787410E+01  2.9870791E+01  2.9940007E+01  8.8070637E+02  2.9941809E+01  2.9873757E+01  2.9787355E+01  2.8846292E+01  2.6799325E+01  2.4510448E+00
  2.8351322E+01  3.0387352E+01  3.1327452E+01  3.1409102E+01  3.1479666E+01  9.2924342E+02  3.1481497E+01  3.1412120E+01  3.1327395E+01  3.0387469E+01  2.8351369E+01  2.6334842E+00
  2.9966688E+01  3.1991711E+01  3.2930884E+01  3.3010607E+01  3.3082718E+01  9.7957121E+02  3.3084578E+01  3.3013677E+01  3.2930825E+01  3.1991829E+01  2.9966735E+01  2.8285923E+00
  3.1647098E+01  3.3660958E+01  3.4599428E+01  3.4677011E+01  3.4750884E+01  1.0317189E+03  3.4752773E+01  3.4680134E+01  3.4599367E+01  3.3661077E+01  3.1647147E+01  3.0371698E+00
  3.3394288E+01  3.5396807E+01  3.6334815E+01  3.6410027E+01  3.6485896E+01  1.0857150E+03  3.6487815E+01  3.6413204E+01  3.6334753E+01  3.5396928E+01  3.3394337E+01  3.2600635E+00
  3.5210002E+01  3.7200984E+01  3.8138791E+01  3.8211380E+01  3.8289499E+01  1.1415875E+03  3.8291448E+01  3.8214611E+01  3.8138726E+01  3.7201105E+01  3.5210052E+01  3.4981689E+00
  3.7095995E+01  3.9075220E+01  4.0013107E+01  4.0082802E+01  4.0163445E+01  1.1993637E+03  4.0165424E+01  4.0086088E+01  4.0013040E+01  3.9075343E+01  3.7096045E+01  3.7524326E+00
  3.9054031E+01  4.1021256E+01  4.1959526E+01  4.2026032E+01  4.2109497E+01  1.2590702E+03  4.2111507E+01  4.2029374E+01  4.1959457E+01  4.1021379E+01  3.9054082E+01  4.0238548E+00
  4.1085880E+01  4.3040837E+01  4.3979819E+01  4.4042817E+01  4.4129424E+01  1.3207331E+03  4.4131465E+01  4.4046215E+01  4.3979747E+01  4.3040962E+01  4.1085932E+01  4.3134927E+00
  4.3193320E+01  4.5135714E+01  4.6075760E+01  4.6134907E+01  4.6225003E+01  1.3843775E+03  4.6227075E+01  4.6138362E+01  4.6075687E+01  4.5135841E+01  4.3193373E+01  4.6224630E+00
  4.5378134E+01  4.7307642E+01  4.8249132E+01  4.8304055E+01  4.8398015E+01  1.4500281E+03  4.8400118E+01  4.8307568E+01  4.8249056E+01  4.7307770E+01  4.5378187E+01  4.9519449E+00
  4.7642108E+01  4.9558377E+01  5.0501719E+01  5.0552018E+01  5.0650244E+01  1.5177085E+03  5.0652380E+01  5.0555589E+01  5.0501642E+01  4.9558506E+01  4.7642162E+01  5.3031839E+00
  4.9987032E+01  5.1889677E+01  5.2835311E+01  5.2880552E+01  5.2983480E+01  1.5874417E+03  5.2985648E+01  5.2884183E+01  5.2835231E+01  5.1889806E+01  4.9987086E+01  5.6774950E+00
  5.2414696E+01  5.4303297E+01  5.5251697E+01  5.5291415E+01  5.5399512E+01  1.6592500E+03  5.5401712E+01  5.5295105E+01  5.5251615E+01  5.4303428E+01  5.2414751E+01  6.0762661E+00
  5.4926892E+01  5.6800993E+01  5.7752666E+01  5.7786360E+01  5.7900130E+01  1.7331547E+03  5.7902364E+01  5.7790111E+01  5.7752582E+01  5.6801125E+01  5.4926948E+01  6.5009621E+00
  1.7067713E+00  3.8887194E+00  4.8573524E+00  4.9554089E+00  5.0148951E+00  8.9926581E+01  5.0161205E+00  4.9573461E+00  4.8573181E+00  3.8887915E+00  1.7067832E+00  2.4770727E-01
  2.0384310E+00  4.2098800E+00  5.1751798E+00  5.2733468E+00  5.3322634E+00  9.9211072E+01  5.3335152E+00  5.2753288E+00  5.1751449E+00  4.2099546E+00  2.0384448E+00  2.6559453E-01
  2.3889015E+00  4.5499503E+00  5.5119522E+00  5.6102205E+00  5.6685824E+00  1.0919476E+02  5.6698605E+00  5.6122476E+00  5.5119166E+00  4.5500275E+00  2.3889172E+00  2.8502009E-01
  2.7590898E+00  4.9098329E+00  5.8685718E+00  5.9669313E+00  6.0247540E+00  1.1990574E+02  6.0260586E+00  5.9690039E+00  5.8685354E+00  4.9099125E+00  2.7591074E+00  3.0609794E-01
  3.1499245E+00  5.2904516E+00  6.2459626E+00  6.3444020E+00  6.4017020E+00  1.3137221E+02  6.4030332E+00  6.3465204E+00  6.2459253E+00  5.2905335E+00  3.1499439E+00  3.2894984E-01
  3.5623554E+00  5.6927516E+00  6.6450699E+00  6.7435769E+00  6.8003717E+00  1.4362246E+02  6.8017298E+00  6.7457415E+00  6.6450318E+00  5.6928358E+00  3.5623765E+00  3.5370568E-01
  3.9973535E+00  6.1176994E+00  7.0668610E+00  7.1654217E+00  7.2217300E+00  1.5668486E+02  7.2231150E+00  7.1676329E+00  7.0668218E+00  6.1177859E+00  3.9973763E+00  3.8050405E-01
  4.4559111E+00  6.5662827E+00  7.5123241E+00  7.6109230E+00  7.6667651E+00  1.7058781E+02  7.6681773E+00  7.6131813E+00  7.5122839E+00  6.5663713E+00  4.4559356E+00  4.0949271E-01
  4.9390414E+00  7.0395100E+00  7.9824688E+00  8.0810888E+00  8.1364864E+00  1.8535973E+02  8.1379259E+00  8.0833944E+00  7.9824275E+00  7.0396008E+00  4.9390674E+00  4.4082913E-01
  5.4477783E+00  7.5384107E+00  8.4783256E+00  8.5769474E+00  8.6319242E+00  2.0102905E+02  8.6333912E+00  8.5793009E+00  8.4782830E+00  7.5385035E+00  5.4478059E+00  4.7468105E-01
  5.9831764E+00  8.0640343E+00  9.0009456E+00  9.0995478E+00  9.1541296E+00  2.1762416E+02  9.1556244E+00  9.1019497E+00  9.0009018E+00  8.0641292E+00  5.9832054E+00  5.1122713E-01
  6.5463104E+00  8.6174509E+00  9.5514006E+00  9.6499594E+00  9.7041742E+00  2.3517342E+02  9.7056968E+00  9.6524099E+00  9.5513555E+00  8.6175478E+00  6.5463408E+00  5.5065751E-01
  7.1382751E+00  9.1997502E+00  1.0130782E+01  1.0229271E+01  1.0283150E+01  2.5370510E+02  1.0284700E+01  1.0231771E+01  1.0130736E+01  9.1998490E+00  7.1383069E+00  5.9317449E-01
  7.7601849E+00  9.8120414E+00  1.0740202E+01  1.0838591E+01  1.0892167E+01  2.7324737E+02  1.0893746E+01  1.0841141E+01  1.0740154E+01  9.8121420E+00  7.7602180E+00  6.3899325E-01
  8.4131736E+00  1.0455453E+01  1.1380792E+01  1.1479048E+01  1.1532358E+01  2.9382830E+02  1.1533966E+01  1.1481648E+01  1.1380742E+01  1.0455555E+01  8.4132080E+00  6.8834254E-01
  9.0983938E+00  1.1131131E+01  1.2053700E+01  1.2151788E+01  1.2204872E+01  3.1547581E+02  1.2206508E+01  1.2154438E+01  1.2053649E+01  1.1131236E+01  9.0984295E+00  7.4146546E-01
  9.8170166E+00  1.1840242E+01  1.2760097E+01  1.2857975E+01  1.2910878E+01  3.3821766E+02  1.2912543E+01  1.2860677E+01  1.2760045E+01  1.1840348E+01  9.8170535E+00  7.9862027E-01
