# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_100/LUXqed17_PDF4LHC15_nnlo_100-mu2-10000-imem-74.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_100/LUXqed17_plus_PDF4LHC15_nnlo_100_0074.dat
# Stamped by ./gen_qed_grid on  1/08/2017 at 14:07:34
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_100, imem =           74
 # Qphoton =    100.00000000000000     
# charm mass = 1.2750000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.1799998E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.56395142294423     
 # QCD coupling at MZ =   0.11800230075848538     
# ymax =  14.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031857, mom_gluon =    0.4555356, mom_weighted_gluon =    0.4555356
# total momentum  (final) at Qlo (& components) 1.0001876 0.0000000 0.0048526 0.0138624 0.0222336 0.0337807 0.0386019 0.4523499 0.1313592 0.2566471 0.0246682 0.0138032 0.0048431 0.0000000 0.0000000 0.0031857 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9957077  0.9983373  1.9973521  0.0001672 -0.0001278 -0.0000211  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00699 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 8.3152872E-07 1.1212865E-06 1.5120128E-06 2.0388898E-06 2.7493577E-06 3.7073848E-06 4.9992245E-06 6.7411758E-06 9.0900451E-06 1.2257245E-05 1.6527794E-05 2.2285915E-05 3.0049506E-05 4.0516550E-05 5.4627554E-05 7.3649487E-05 9.9288502E-05 1.3384109E-04 1.8039640E-04 2.4310624E-04 3.2754425E-04 4.4118124E-04 5.9401019E-04 7.9936044E-04 1.0749453E-03 1.4441868E-03 1.9378493E-03 2.5959859E-03 3.4701362E-03 4.6256093E-03 6.1435207E-03 8.1220430E-03 1.0676124E-02 1.3934832E-02 1.8035677E-02 2.3115844E-02 2.9301267E-02 3.6695443E-02 4.5370399E-02 5.5361774E-02 6.6668768E-02 7.9258282E-02 9.3071636E-02 1.0803208E-01 1.2405167E-01 1.4103685E-01 1.5889232E-01 1.7752363E-01 1.9683852E-01 2.1674753E-01 2.3716418E-01 2.5800482E-01 2.7918855E-01 3.0063709E-01 3.2227485E-01 3.4402909E-01 3.6583026E-01 3.8761244E-01 4.0931381E-01 4.3087716E-01 4.5225035E-01 4.7338666E-01 4.9424503E-01 5.1479017E-01 5.3499251E-01 5.5482802E-01 5.7427791E-01 5.9332826E-01 6.1196956E-01 6.3019625E-01 6.4800619E-01 6.6540022E-01 6.8238165E-01 6.9895587E-01 7.1512993E-01 7.3091218E-01 7.4631202E-01 7.6133955E-01 7.7600544E-01 7.9032067E-01 8.0429639E-01 8.1794382E-01 8.3127410E-01 8.4429826E-01 8.5702710E-01 8.6947121E-01 8.8164084E-01 8.9354598E-01 9.0519626E-01 9.1660096E-01 9.2776904E-01 9.3870909E-01 9.4942938E-01 9.5993782E-01 9.7024199E-01 9.8034916E-01 9.9026628E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  2.0536951E+00  4.6752500E+00  5.7690717E+00  5.8673703E+00  5.9286946E+00  1.0652242E+02  5.9295380E+00  5.8687240E+00  5.7690800E+00  4.6753061E+00  2.0537043E+00  2.8097163E-01
  2.4468185E+00  5.0544048E+00  6.1440247E+00  6.2423392E+00  6.3033123E+00  1.1736530E+02  6.3041749E+00  6.2437262E+00  6.1440319E+00  5.0544631E+00  2.4468292E+00  3.0225238E-01
  2.8632232E+00  5.4570125E+00  6.5424887E+00  6.6408112E+00  6.7014442E+00  1.2909630E+02  6.7023260E+00  6.6422318E+00  6.5424948E+00  5.4570728E+00  2.8632355E+00  3.2541243E-01
  3.3041217E+00  5.8842783E+00  6.9656682E+00  7.0639897E+00  7.1242944E+00  1.4175471E+02  7.1251957E+00  7.0654441E+00  6.9656732E+00  5.8843406E+00  3.3041355E+00  3.5059596E-01
  3.7707596E+00  6.3374409E+00  7.4148015E+00  7.5131117E+00  7.5731012E+00  1.5538022E+02  7.5740219E+00  7.5146002E+00  7.4148052E+00  6.3375053E+00  3.7707748E+00  3.7795731E-01
  4.2644165E+00  6.8177728E+00  7.8911605E+00  7.9894478E+00  8.0491364E+00  1.7001293E+02  8.0500767E+00  7.9909706E+00  7.8911630E+00  6.8178391E+00  4.2644331E+00  4.0766163E-01
  4.7864054E+00  7.3265803E+00  8.3960517E+00  8.4943027E+00  8.5537063E+00  1.8569333E+02  8.5546664E+00  8.4958602E+00  8.3960528E+00  7.3266484E+00  4.7864234E+00  4.3988550E-01
  5.3380736E+00  7.8652034E+00  8.9308154E+00  9.0290151E+00  9.0881512E+00  2.0246228E+02  9.0891312E+00  9.0306075E+00  8.9308151E+00  7.8652734E+00  5.3380928E+00  4.7481769E-01
  5.9208021E+00  8.4350166E+00  9.4968266E+00  9.5949577E+00  9.6538459E+00  2.2036096E+02  9.6548459E+00  9.5965853E+00  9.4968247E+00  8.4350883E+00  5.9208227E+00  5.1265990E-01
  6.5360062E+00  9.0374280E+00  1.0095494E+01  1.0193537E+01  1.0252199E+01  2.3943088E+02  1.0253220E+01  1.0195200E+01  1.0095491E+01  9.0375015E+00  6.5360280E+00  5.5362753E-01
  7.1851351E+00  9.6738798E+00  1.0728262E+01  1.0826195E+01  1.0884655E+01  2.5971381E+02  1.0885695E+01  1.0827894E+01  1.0728257E+01  9.6739550E+00  7.1851581E+00  5.9795053E-01
  7.8696718E+00  1.0345848E+01  1.1396607E+01  1.1494405E+01  1.1552690E+01  2.8125179E+02  1.1553751E+01  1.1496140E+01  1.1396600E+01  1.0345925E+01  7.8696960E+00  6.4587426E-01
  8.5911335E+00  1.1054843E+01  1.2102041E+01  1.2199676E+01  1.2257816E+01  3.0408707E+02  1.2258898E+01  1.2201447E+01  1.2102033E+01  1.1054921E+01  8.5911588E+00  6.9766043E-01
  9.3510706E+00  1.1802406E+01  1.2846110E+01  1.2943550E+01  1.3001580E+01  3.2826207E+02  1.3002682E+01  1.2945358E+01  1.2846100E+01  1.1802487E+01  9.3510970E+00  7.5358809E-01
  1.0151067E+01  1.2590116E+01  1.3630393E+01  1.3727602E+01  1.3785558E+01  3.5381937E+02  1.3786682E+01  1.3729448E+01  1.3630381E+01  1.2590198E+01  1.0151095E+01  8.1395461E-01
  1.0992741E+01  1.3419581E+01  1.4456502E+01  1.4553441E+01  1.4611366E+01  3.8080167E+02  1.4612510E+01  1.4555324E+01  1.4456488E+01  1.3419664E+01  1.0992769E+01  8.7907679E-01
  1.1877741E+01  1.4292443E+01  1.5326083E+01  1.5422708E+01  1.5480647E+01  4.0925175E+02  1.5481813E+01  1.5424629E+01  1.5326068E+01  1.4292528E+01  1.1877771E+01  9.4929200E-01
  1.2807751E+01  1.5210377E+01  1.6240815E+01  1.6337075E+01  1.6395080E+01  4.3921243E+02  1.6396268E+01  1.6339034E+01  1.6240797E+01  1.5210463E+01  1.2807781E+01  1.0249594E+00
  1.3784485E+01  1.6175087E+01  1.7202408E+01  1.7298247E+01  1.7356376E+01  4.7072654E+02  1.7357586E+01  1.7300246E+01  1.7202388E+01  1.6175175E+01  1.3784516E+01  1.1064610E+00
  1.4809690E+01  1.7188313E+01  1.8212605E+01  1.8307962E+01  1.8366278E+01  5.0383691E+02  1.8367509E+01  1.8309999E+01  1.8212583E+01  1.7188402E+01  1.4809722E+01  1.1942035E+00
  1.5885142E+01  1.8251820E+01  1.9273179E+01  1.9367985E+01  1.9426558E+01  5.3858627E+02  1.9427811E+01  1.9370062E+01  1.9273155E+01  1.8251911E+01  1.5885176E+01  1.2886190E+00
  1.7012651E+01  1.9367408E+01  2.0385934E+01  2.0480114E+01  2.0539022E+01  5.7501729E+02  2.0540297E+01  2.0482231E+01  2.0385908E+01  1.9367500E+01  1.7012685E+01  1.3901670E+00
  1.8194055E+01  2.0536903E+01  2.1552707E+01  2.1646175E+01  2.1705503E+01  6.1317250E+02  2.1706801E+01  2.1648333E+01  2.1552679E+01  2.0536996E+01  1.8194090E+01  1.4993357E+00
