# ./gen_qed_grid -in masters-LUXqed17_PDF4LHC15_nnlo_100/LUXqed17_PDF4LHC15_nnlo_100-mu2-10000-imem-44.dat -Qlo 10 -option 5 -mt 1e9 -iy-inc -1 -pdftype error -out lhapdf-grids/LUXqed17_plus_PDF4LHC15_nnlo_100/LUXqed17_plus_PDF4LHC15_nnlo_100_0044.dat
# Stamped by ./gen_qed_grid on  1/08/2017 at 14:07:07
# option =   5, gluon_momadjust_power =   0.000
 # using LHAPDF, pdf = PDF4LHC15_nnlo_100, imem =           44
 # Qphoton =    100.00000000000000     
# charm mass = 1.2750000E+00, charm_scheme_is_msbar = F
# bottom mass = 4.1799998E+00, bottom_scheme_is_msbar = F
# top mass = 1.0000000E+09, top_scheme_is_msbar = F
 # nloop_qcd =            3
 # nqcdloop_qed =            1
 # 1/QED coupling at MZ =    128.56395142294423     
 # QCD coupling at MZ =   0.11800230075848538     
# ymax =  14.000000,  dy =  0.100000
 # Qlo =   10.000000000000000      , Qhi =    100000.00000000000     
# before readjustments: mom_photon =    0.0031853, mom_gluon =    0.4557408, mom_weighted_gluon =    0.4557408
# total momentum  (final) at Qlo (& components) 1.0002228 0.0000000 0.0048430 0.0138615 0.0224838 0.0337462 0.0386409 0.4525555 0.1313611 0.2564952 0.0244138 0.0138032 0.0048336 0.0000000 0.0000000 0.0031853 0.0000000 0.0000000 0.0000000
# total number  (final) at Qlo (& components)  2.9936431  0.9972389  1.9961878  0.0003682 -0.0001304 -0.0000215  0.0000000
# description = Photon generated at scale   100.0 GeV, other partons matched at scale    10.0 GeV, photon momentum absorbed by adjusting g(x) -> g(x) -  0.00699 * x^{0.000} g(x) at scale     10.0 GeV
# iy_increment =   -1
# dzeta_def =    0.30000, zeta_a =   10.00000, zeta_b =    5.00000
PdfType: error
Format: lhagrid1
---
 8.3152872E-07 1.1212865E-06 1.5120128E-06 2.0388898E-06 2.7493577E-06 3.7073848E-06 4.9992245E-06 6.7411758E-06 9.0900451E-06 1.2257245E-05 1.6527794E-05 2.2285915E-05 3.0049506E-05 4.0516550E-05 5.4627554E-05 7.3649487E-05 9.9288502E-05 1.3384109E-04 1.8039640E-04 2.4310624E-04 3.2754425E-04 4.4118124E-04 5.9401019E-04 7.9936044E-04 1.0749453E-03 1.4441868E-03 1.9378493E-03 2.5959859E-03 3.4701362E-03 4.6256093E-03 6.1435207E-03 8.1220430E-03 1.0676124E-02 1.3934832E-02 1.8035677E-02 2.3115844E-02 2.9301267E-02 3.6695443E-02 4.5370399E-02 5.5361774E-02 6.6668768E-02 7.9258282E-02 9.3071636E-02 1.0803208E-01 1.2405167E-01 1.4103685E-01 1.5889232E-01 1.7752363E-01 1.9683852E-01 2.1674753E-01 2.3716418E-01 2.5800482E-01 2.7918855E-01 3.0063709E-01 3.2227485E-01 3.4402909E-01 3.6583026E-01 3.8761244E-01 4.0931381E-01 4.3087716E-01 4.5225035E-01 4.7338666E-01 4.9424503E-01 5.1479017E-01 5.3499251E-01 5.5482802E-01 5.7427791E-01 5.9332826E-01 6.1196956E-01 6.3019625E-01 6.4800619E-01 6.6540022E-01 6.8238165E-01 6.9895587E-01 7.1512993E-01 7.3091218E-01 7.4631202E-01 7.6133955E-01 7.7600544E-01 7.9032067E-01 8.0429639E-01 8.1794382E-01 8.3127410E-01 8.4429826E-01 8.5702710E-01 8.6947121E-01 8.8164084E-01 8.9354598E-01 9.0519626E-01 9.1660096E-01 9.2776904E-01 9.3870909E-01 9.4942938E-01 9.5993782E-01 9.7024199E-01 9.8034916E-01 9.9026628E-01 1.0000000E+00
 1.0000000E+01 1.1234806E+01 1.2659297E+01 1.4307519E+01 1.6220454E+01 1.8447586E+01 2.1048871E+01 2.4097196E+01 2.7681476E+01 3.1910572E+01 3.6918243E+01 4.2869461E+01 4.9968470E+01 5.8469126E+01 6.8688212E+01 8.1022659E+01 9.5971915E+01 1.1416713E+02 1.3640937E+02 1.6372003E+02 1.9740732E+02 2.3915485E+02 2.9113982E+02 3.5619166E+02 4.3800614E+02 5.4143578E+02 6.7288588E+02 8.4085756E+02 1.0566967E+03 1.3356326E+03 1.6982275E+03 2.1724107E+03 2.7963523E+03 3.6225477E+03 4.7236606E+03 6.2009390E+03 8.1964185E+03 1.0910740E+04 1.4629356E+04 1.9761344E+04 2.6897347E+04 3.6896708E+04 5.1019543E+04 7.1128563E+04 1.0000000E+05
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  2.0455165E+00  4.6185179E+00  5.7265581E+00  5.8018402E+00  5.9255071E+00  1.0500698E+02  5.9266046E+00  5.8034498E+00  5.7265516E+00  4.6185727E+00  2.0455255E+00  2.8064017E-01
  2.4376130E+00  4.9974355E+00  6.1010184E+00  6.1765614E+00  6.2992633E+00  1.1589915E+02  6.3003803E+00  6.1782055E+00  6.1010126E+00  4.9974924E+00  2.4376235E+00  3.0189435E-01
  2.8530646E+00  5.3998649E+00  6.4990534E+00  6.5748459E+00  6.6966014E+00  1.2767843E+02  6.6977380E+00  6.5765249E+00  6.4990483E+00  5.3999238E+00  2.8530767E+00  3.2502731E-01
  3.2930807E+00  5.8270086E+00  6.9218646E+00  6.9978945E+00  7.1187227E+00  1.4038410E+02  7.1198790E+00  6.9996084E+00  6.9218600E+00  5.8270695E+00  3.2930942E+00  3.5018329E-01
  3.7589038E+00  6.2801027E+00  7.3706875E+00  7.4469414E+00  7.5668624E+00  1.5405588E+02  7.5680385E+00  7.4486905E+00  7.3706834E+00  6.2801655E+00  3.7589188E+00  3.7751664E-01
  4.2518107E+00  6.7604172E+00  7.8467916E+00  7.9232548E+00  8.0422899E+00  1.6873389E+02  8.0434859E+00  7.9250395E+00  7.8467880E+00  6.7604820E+00  4.2518271E+00  4.0719254E-01
  4.7731117E+00  7.2692561E+00  8.3514808E+00  8.4281371E+00  8.5463087E+00  1.8445862E+02  8.5475247E+00  8.4299575E+00  8.3514775E+00  7.2693227E+00  4.7731294E+00  4.3938760E-01
  5.3241514E+00  7.8079574E+00  8.8860931E+00  8.9629246E+00  9.0802569E+00  2.0127095E+02  9.0814930E+00  8.9647811E+00  8.8860902E+00  7.8080258E+00  5.3241704E+00  4.7429063E-01
  5.9063084E+00  8.3778932E+00  9.4520012E+00  9.5289881E+00  9.6455067E+00  2.1921209E+02  9.6467631E+00  9.5308808E+00  9.4519987E+00  8.3779633E+00  5.9063287E+00  5.1210336E-01
  6.5209956E+00  8.9804697E+00  1.0050612E+01  1.0127732E+01  1.0243465E+01  2.3832355E+02  1.0244742E+01  1.0129662E+01  1.0050610E+01  8.9805416E+00  6.5210171E+00  5.5304121E-01
  7.1696600E+00  9.6171272E+00  1.0683367E+01  1.0760596E+01  1.0875573E+01  2.5864714E+02  1.0876870E+01  1.0762562E+01  1.0683365E+01  9.6172008E+00  7.1696826E+00  5.9733418E-01
  7.8537825E+00  1.0289340E+01  1.1351742E+01  1.1429052E+01  1.1543307E+01  2.8022490E+02  1.1544624E+01  1.1431055E+01  1.1351740E+01  1.0289415E+01  7.8538063E+00  6.4522766E-01
  8.5748780E+00  1.0998616E+01  1.2057247E+01  1.2134607E+01  1.2248175E+01  3.0309910E+02  1.2249513E+01  1.2136648E+01  1.2057245E+01  1.0998693E+01  8.5749029E+00  6.9698341E-01
  9.3344952E+00  1.1746497E+01  1.2801425E+01  1.2878802E+01  1.2991722E+01  3.2731219E+02  1.2993081E+01  1.2880881E+01  1.2801423E+01  1.1746575E+01  9.3345212E+00  7.5288050E-01
  1.0134216E+01  1.2534557E+01  1.3585853E+01  1.3663209E+01  1.3775524E+01  3.5290676E+02  1.3776905E+01  1.3665327E+01  1.3585852E+01  1.2534637E+01  1.0134243E+01  8.1321635E-01
  1.0975657E+01  1.3364405E+01  1.4412144E+01  1.4489437E+01  1.4601194E+01  3.7992554E+02  1.4602596E+01  1.4491593E+01  1.4412143E+01  1.3364486E+01  1.0975685E+01  8.7830780E-01
  1.1860465E+01  1.4237681E+01  1.5281941E+01  1.5359124E+01  1.5470374E+01  4.0841131E+02  1.5471798E+01  1.5361319E+01  1.5281940E+01  1.4237764E+01  1.1860494E+01  9.4849227E-01
  1.2790322E+01  1.5156057E+01  1.6196921E+01  1.6273942E+01  1.6384742E+01  4.3840693E+02  1.6386187E+01  1.6276176E+01  1.6196920E+01  1.5156142E+01  1.2790352E+01  1.0241289E+00
  1.3766941E+01  1.6121239E+01  1.7158794E+01  1.7235595E+01  1.7346007E+01  4.6995524E+02  1.7347474E+01  1.7237869E+01  1.7158792E+01  1.6121325E+01  1.3766972E+01  1.1056000E+00
