PdfType: replica
Format: lhagrid1
FromMCReplica: 35
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  6.1802429e-01  1.4607849e+00  1.4622213e+00  1.4619708e+00  4.7699256e+00  1.4620521e+00  1.4623032e+00  1.4608713e+00  6.1802429e-01  0.0000000e+00 
  0.0000000e+00  1.0114350e+00  1.8512319e+00  1.8526852e+00  1.8524316e+00  3.6814205e+00  1.8525150e+00  1.8527693e+00  1.8513200e+00  1.0114354e+00  0.0000000e+00 
  0.0000000e+00  1.4658319e+00  2.3027195e+00  2.3041898e+00  2.3039329e+00  2.5453369e+00  2.3040184e+00  2.3042760e+00  2.3028093e+00  1.4658326e+00  0.0000000e+00 
  0.0000000e+00  1.9860343e+00  2.8200638e+00  2.8215512e+00  2.8212911e+00  1.5717296e+00  2.8213788e+00  2.8216397e+00  2.8201553e+00  1.9860354e+00  0.0000000e+00 
  0.0000000e+00  2.5773855e+00  3.4086051e+00  3.4101095e+00  3.4098462e+00  1.0227953e+00  3.4099360e+00  3.4102001e+00  3.4086982e+00  2.5773869e+00  0.0000000e+00 
  0.0000000e+00  3.2473073e+00  4.0757628e+00  4.0772843e+00  4.0770177e+00  1.2340205e+00  4.0771096e+00  4.0773771e+00  4.0758575e+00  3.2473090e+00  0.0000000e+00 
  0.0000000e+00  4.0020436e+00  4.8277777e+00  4.8293164e+00  4.8290466e+00  2.5828241e+00  4.8291406e+00  4.8294114e+00  4.8278741e+00  4.0020456e+00  0.0000000e+00 
  0.0000000e+00  4.8503635e+00  5.6734168e+00  5.6749727e+00  5.6746997e+00  5.5321080e+00  5.6747958e+00  5.6750699e+00  5.6735147e+00  4.8503658e+00  0.0000000e+00 
  0.0000000e+00  5.8089651e+00  6.6293759e+00  6.6309490e+00  6.6306727e+00  1.0671662e+01  6.6307709e+00  6.6310484e+00  6.6294754e+00  5.8089677e+00  0.0000000e+00 
  0.0000000e+00  6.8758494e+00  7.6936535e+00  7.6952439e+00  7.6949643e+00  1.8555750e+01  7.6950646e+00  7.6953455e+00  7.6937545e+00  6.8758522e+00  0.0000000e+00 
  0.0000000e+00  8.0747570e+00  8.8899885e+00  8.8915963e+00  8.8913135e+00  2.9960028e+01  8.8914160e+00  8.8917002e+00  8.8900911e+00  8.0747601e+00  0.0000000e+00 
  0.0000000e+00  9.3917144e+00  1.0204492e+01  1.0206117e+01  1.0205831e+01  4.5022851e+01  1.0205936e+01  1.0206223e+01  1.0204596e+01  9.3917177e+00  0.0000000e+00 
  0.0000000e+00  5.9997243e-01  1.4184245e+00  1.4199783e+00  1.4197059e+00  4.7218180e+00  1.4197956e+00  1.4200685e+00  1.4185191e+00  5.9997243e-01  0.0000000e+00 
  0.0000000e+00  9.7975397e-01  1.7953359e+00  1.7969080e+00  1.7966321e+00  3.7600692e+00  1.7967243e+00  1.7970007e+00  1.7954324e+00  9.7975439e-01  0.0000000e+00 
  0.0000000e+00  1.4173450e+00  2.2301095e+00  2.2316999e+00  2.2314206e+00  2.8022946e+00  2.2315151e+00  2.2317951e+00  2.2302078e+00  1.4173458e+00  0.0000000e+00 
  0.0000000e+00  1.9172870e+00  2.7272837e+00  2.7288926e+00  2.7286098e+00  2.0569269e+00  2.7287067e+00  2.7289903e+00  2.7273839e+00  1.9172882e+00  0.0000000e+00 
  0.0000000e+00  2.4846512e+00  3.2919268e+00  3.2935541e+00  3.2932678e+00  1.7822621e+00  3.2933671e+00  3.2936543e+00  3.2920288e+00  2.4846527e+00  0.0000000e+00 
  0.0000000e+00  3.1263867e+00  3.9309856e+00  3.9326313e+00  3.9323415e+00  2.3013162e+00  3.9324432e+00  3.9327340e+00  3.9310893e+00  3.1263886e+00  0.0000000e+00 
  0.0000000e+00  3.8485293e+00  4.6504929e+00  4.6521571e+00  4.6518638e+00  3.9837001e+00  4.6519679e+00  4.6522623e+00  4.6505984e+00  3.8485315e+00  0.0000000e+00 
  0.0000000e+00  4.6593990e+00  5.4587666e+00  5.4604495e+00  5.4601527e+00  7.2741187e+00  5.4602592e+00  5.4605572e+00  5.4588739e+00  4.6594016e+00  0.0000000e+00 
  0.0000000e+00  5.5741502e+00  6.3709590e+00  6.3726604e+00  6.3723600e+00  1.2713025e+01  6.3724689e+00  6.3727706e+00  6.3710679e+00  5.5741531e+00  0.0000000e+00 
  0.0000000e+00  6.5923360e+00  7.3866206e+00  7.3883407e+00  7.3880369e+00  2.0877280e+01  7.3881481e+00  7.3884534e+00  7.3867313e+00  6.5923392e+00  0.0000000e+00 
  0.0000000e+00  7.7353466e+00  8.5271401e+00  8.5288790e+00  8.5285716e+00  3.2465210e+01  8.5286853e+00  8.5289943e+00  8.5272525e+00  7.7353500e+00  0.0000000e+00 
  0.0000000e+00  8.9871144e+00  9.7765323e+00  9.7782894e+00  9.7779785e+00  4.7499907e+01  9.7780945e+00  9.7784071e+00  9.7766463e+00  8.9871182e+00  0.0000000e+00 
  0.0000000e+00  5.8236909e-01  1.3772877e+00  1.3789685e+00  1.3786724e+00  4.6743846e+00  1.3787721e+00  1.3790691e+00  1.3773918e+00  5.8236909e-01  0.0000000e+00 
  0.0000000e+00  9.4887747e-01  1.7410166e+00  1.7427171e+00  1.7424173e+00  3.8342878e+00  1.7425197e+00  1.7428205e+00  1.7411227e+00  9.4887794e-01  0.0000000e+00 
  0.0000000e+00  1.3701534e+00  2.1595641e+00  2.1612844e+00  2.1609807e+00  3.0456378e+00  2.1610859e+00  2.1613905e+00  2.1596721e+00  1.3701543e+00  0.0000000e+00 
  0.0000000e+00  1.8504768e+00  2.6372072e+00  2.6389473e+00  2.6386400e+00  2.5144977e+00  2.6387477e+00  2.6390563e+00  2.6373172e+00  1.8504781e+00  0.0000000e+00 
  0.0000000e+00  2.3946596e+00  3.1787550e+00  3.1805150e+00  3.1802038e+00  2.4944450e+00  3.1803143e+00  3.1806267e+00  3.1788669e+00  2.3946613e+00  0.0000000e+00 
  0.0000000e+00  3.0092080e+00  3.7907113e+00  3.7924912e+00  3.7921762e+00  3.2960370e+00  3.7922893e+00  3.7926057e+00  3.7908251e+00  3.0092101e+00  0.0000000e+00 
  0.0000000e+00  3.6999475e+00  4.4788990e+00  4.4806989e+00  4.4803802e+00  5.2798745e+00  4.4804959e+00  4.4808162e+00  4.4790148e+00  3.6999500e+00  0.0000000e+00 
  0.0000000e+00  4.4747662e+00  5.2512038e+00  5.2530238e+00  5.2527013e+00  8.8722623e+00  5.2528197e+00  5.2531439e+00  5.2513214e+00  4.4747690e+00  0.0000000e+00 
  0.0000000e+00  5.3474093e+00  6.1213692e+00  6.1232091e+00  6.1228828e+00  1.4568719e+01  6.1230039e+00  6.1233320e+00  6.1214886e+00  5.3474125e+00  0.0000000e+00 
  0.0000000e+00  6.3187568e+00  7.0902725e+00  7.0921326e+00  7.0918024e+00  2.2959850e+01  7.0919261e+00  7.0922582e+00  7.0903937e+00  6.3187603e+00  0.0000000e+00 
  0.0000000e+00  7.4080597e+00  8.1771633e+00  8.1790437e+00  8.1787097e+00  3.4674360e+01  8.1788361e+00  8.1791722e+00  8.1772864e+00  7.4080636e+00  0.0000000e+00 
  0.0000000e+00  8.5975487e+00  9.3643518e+00  9.3662519e+00  9.3659141e+00  4.9638276e+01  9.3660432e+00  9.3663831e+00  9.3644767e+00  8.5975529e+00  0.0000000e+00 
  0.0000000e+00  5.6520104e-01  1.3373387e+00  1.3391563e+00  1.3388343e+00  4.6276212e+00  1.3389449e+00  1.3392678e+00  1.3374523e+00  5.6520104e-01  0.0000000e+00 
  0.0000000e+00  9.1878505e-01  1.6882309e+00  1.6900698e+00  1.6897437e+00  3.9041792e+00  1.6898574e+00  1.6901845e+00  1.6883467e+00  9.1878558e-01  0.0000000e+00 
  0.0000000e+00  1.3242250e+00  2.0910284e+00  2.0928887e+00  2.0925586e+00  3.2757480e+00  2.0926753e+00  2.0930066e+00  2.0911464e+00  1.3242260e+00  0.0000000e+00 
  0.0000000e+00  1.7855547e+00  2.5497625e+00  2.5516442e+00  2.5513101e+00  2.9453456e+00  2.5514297e+00  2.5517652e+00  2.5498826e+00  1.7855562e+00  0.0000000e+00 
  0.0000000e+00  2.3073392e+00  3.0689953e+00  3.0708984e+00  3.0705602e+00  3.1611100e+00  3.0706828e+00  3.0710225e+00  3.0691175e+00  2.3073412e+00  0.0000000e+00 
  0.0000000e+00  2.8956692e+00  3.6548151e+00  3.6567397e+00  3.6563974e+00  4.2211792e+00  3.6565230e+00  3.6568669e+00  3.6549394e+00  2.8956716e+00  0.0000000e+00 
  0.0000000e+00  3.5561592e+00  4.3128339e+00  4.3147801e+00  4.3144336e+00  6.4761229e+00  4.3145622e+00  4.3149104e+00  4.3129603e+00  3.5561620e+00  0.0000000e+00 
