PdfType: replica
Format: lhagrid1
FromMCReplica: 174
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  9.9078304e-01  2.1914911e+00  2.1920373e+00  2.1918988e+00 -3.1450960e-01  2.1920555e+00  2.1921942e+00  2.1914265e+00  9.9078304e-01  0.0000000e+00 
  0.0000000e+00  1.0905627e+00  2.2878628e+00  2.2884159e+00  2.2882751e+00  2.5796717e+00  2.2884344e+00  2.2885754e+00  2.2877972e+00  1.0905627e+00  0.0000000e+00 
  0.0000000e+00  1.2373553e+00  2.4312731e+00  2.4318329e+00  2.4316898e+00  6.3687708e+00  2.4318518e+00  2.4319951e+00  2.4312065e+00  1.2373553e+00  0.0000000e+00 
  0.0000000e+00  1.4405199e+00  2.6310807e+00  2.6316475e+00  2.6315021e+00  1.1273711e+01  2.6316669e+00  2.6318124e+00  2.6310131e+00  1.4405199e+00  0.0000000e+00 
  0.0000000e+00  1.7104744e+00  2.8977037e+00  2.8982774e+00  2.8981296e+00  1.7559733e+01  2.8982972e+00  2.8984451e+00  2.8976351e+00  1.7104744e+00  0.0000000e+00 
  0.0000000e+00  2.0587716e+00  3.2426942e+00  3.2432750e+00  3.2431248e+00  2.5542351e+01  3.2432952e+00  3.2434454e+00  3.2426246e+00  2.0587716e+00  0.0000000e+00 
  0.0000000e+00  2.4982299e+00  3.6788700e+00  3.6794576e+00  3.6793051e+00  3.5594370e+01  3.6794783e+00  3.6796309e+00  3.6787993e+00  2.4982299e+00  0.0000000e+00 
  0.0000000e+00  3.0430163e+00  4.2203981e+00  4.2209929e+00  4.2208380e+00  4.8152492e+01  4.2210140e+00  4.2211690e+00  4.2203265e+00  3.0430163e+00  0.0000000e+00 
  0.0000000e+00  3.7087171e+00  4.8828637e+00  4.8834654e+00  4.8833081e+00  6.3724316e+01  4.8834870e+00  4.8836444e+00  4.8827910e+00  3.7087170e+00  0.0000000e+00 
  0.0000000e+00  4.5127816e+00  5.6837164e+00  5.6843256e+00  5.6841657e+00  8.2898675e+01  5.6843475e+00  5.6845073e+00  5.6836427e+00  4.5127816e+00  0.0000000e+00 
  0.0000000e+00  5.4740765e+00  6.6418218e+00  6.6424382e+00  6.6422759e+00  1.0634942e+02  6.6424606e+00  6.6426228e+00  6.6417470e+00  5.4740764e+00  0.0000000e+00 
  0.0000000e+00  6.6135517e+00  7.7781293e+00  7.7787529e+00  7.7785881e+00  1.3484858e+02  7.7787758e+00  7.7789405e+00  7.7780535e+00  6.6135516e+00  0.0000000e+00 
  0.0000000e+00  9.5384270e-01  2.1236935e+00  2.1242876e+00  2.1241343e+00 -3.1458783e-01  2.1243074e+00  2.1244607e+00  2.1236224e+00  9.5384252e-01  0.0000000e+00 
  0.0000000e+00  1.0511981e+00  2.2177232e+00  2.2183248e+00  2.2181689e+00  2.5040098e+00  2.2183450e+00  2.2185008e+00  2.2176511e+00  1.0511980e+00  0.0000000e+00 
  0.0000000e+00  1.1938864e+00  2.3571108e+00  2.3577197e+00  2.3575614e+00  6.1898547e+00  2.3577405e+00  2.3578988e+00  2.3570377e+00  1.1938862e+00  0.0000000e+00 
  0.0000000e+00  1.3907481e+00  2.5506967e+00  2.5513131e+00  2.5511522e+00  1.0954956e+01  2.5513344e+00  2.5514952e+00  2.5506224e+00  1.3907479e+00  0.0000000e+00 
  0.0000000e+00  1.6515996e+00  2.8082971e+00  2.8089211e+00  2.8087576e+00  1.7053106e+01  2.8089428e+00  2.8091062e+00  2.8082218e+00  1.6515995e+00  0.0000000e+00 
  0.0000000e+00  1.9873030e+00  3.1407735e+00  3.1414053e+00  3.1412391e+00  2.4785367e+01  3.1414274e+00  3.1415934e+00  3.1406971e+00  1.9873028e+00  0.0000000e+00 
  0.0000000e+00  2.4098840e+00  3.5601512e+00  3.5607905e+00  3.5606217e+00  3.4506363e+01  3.5608132e+00  3.5609817e+00  3.5600737e+00  2.4098839e+00  0.0000000e+00 
  0.0000000e+00  2.9326093e+00  4.0796970e+00  4.0803440e+00  4.0801725e+00  4.6630361e+01  4.0803671e+00  4.0805383e+00  4.0796184e+00  2.9326092e+00  0.0000000e+00 
  0.0000000e+00  3.5700547e+00  4.7139852e+00  4.7146398e+00  4.7144657e+00  6.1637757e+01  4.7146635e+00  4.7148374e+00  4.7139055e+00  3.5700546e+00  0.0000000e+00 
  0.0000000e+00  4.3384901e+00  5.4792863e+00  5.4799488e+00  5.4797720e+00  8.0083414e+01  5.4799730e+00  5.4801495e+00  5.4792054e+00  4.3384900e+00  0.0000000e+00 
  0.0000000e+00  5.2555115e+00  6.3931951e+00  6.3938655e+00  6.3936860e+00  1.0260195e+02  6.3938902e+00  6.3940694e+00  6.3931131e+00  5.2555114e+00  0.0000000e+00 
  0.0000000e+00  6.3406186e+00  7.4752110e+00  7.4758893e+00  7.4757070e+00  1.2991800e+02  7.4759145e+00  7.4760965e+00  7.4751278e+00  6.3406185e+00  0.0000000e+00 
  0.0000000e+00  9.1818738e-01  2.0579252e+00  2.0585716e+00  2.0584018e+00 -3.1427473e-01  2.0585935e+00  2.0587628e+00  2.0578477e+00  9.1818738e-01  0.0000000e+00 
  0.0000000e+00  1.0131932e+00  2.1496856e+00  2.1503400e+00  2.1501674e+00  2.4311820e+00  2.1503624e+00  2.1505344e+00  2.1496069e+00  1.0131932e+00  0.0000000e+00 
