PdfType: replica
Format: lhagrid1
FromMCReplica: 156
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  9.3161136e-01  2.5256584e+00  2.5321076e+00  2.5321076e+00  8.3801001e-01  2.5331569e+00  2.5331569e+00  2.5238130e+00  9.3161136e-01  0.0000000e+00 
  0.0000000e+00  1.0573661e+00  2.6471770e+00  2.6536433e+00  2.6536434e+00  4.3987510e+00  2.6547001e+00  2.6547002e+00  2.6453212e+00  1.0573661e+00  0.0000000e+00 
  0.0000000e+00  1.2350477e+00  2.8206543e+00  2.8271377e+00  2.8271378e+00  8.9760906e+00  2.8282021e+00  2.8282021e+00  2.8187880e+00  1.2350477e+00  0.0000000e+00 
  0.0000000e+00  1.4743162e+00  3.0557499e+00  3.0622504e+00  3.0622505e+00  1.4805888e+01  3.0633223e+00  3.0633224e+00  3.0538731e+00  1.4743162e+00  0.0000000e+00 
  0.0000000e+00  1.7858966e+00  3.3631888e+00  3.3697064e+00  3.3697065e+00  2.2168966e+01  3.3707859e+00  3.3707860e+00  3.3613015e+00  1.7858966e+00  0.0000000e+00 
  0.0000000e+00  2.1816570e+00  3.7548382e+00  3.7613731e+00  3.7613732e+00  3.1396978e+01  3.7624601e+00  3.7624603e+00  3.7529404e+00  2.1816570e+00  0.0000000e+00 
  0.0000000e+00  2.6747383e+00  4.2438385e+00  4.2503903e+00  4.2503904e+00  4.2879259e+01  4.2514850e+00  4.2514851e+00  4.2419303e+00  2.6747383e+00  0.0000000e+00 
  0.0000000e+00  3.2796394e+00  4.8446884e+00  4.8512574e+00  4.8512575e+00  5.7069345e+01  4.8523597e+00  4.8523599e+00  4.8427698e+00  3.2796394e+00  0.0000000e+00 
  0.0000000e+00  4.0122896e+00  5.5733161e+00  5.5799019e+00  5.5799021e+00  7.4491866e+01  5.5810119e+00  5.5810121e+00  5.5713870e+00  4.0122896e+00  0.0000000e+00 
  0.0000000e+00  4.8904812e+00  6.4475137e+00  6.4541169e+00  6.4541171e+00  9.5752474e+01  6.4552345e+00  6.4552347e+00  6.4455742e+00  4.8904811e+00  0.0000000e+00 
  0.0000000e+00  5.9334467e+00  7.4865128e+00  7.4931330e+00  7.4931333e+00  1.2154199e+02  7.4942584e+00  7.4942586e+00  7.4845629e+00  5.9334466e+00  0.0000000e+00 
  0.0000000e+00  7.1625054e+00  8.7116320e+00  8.7182693e+00  8.7182696e+00  1.5264894e+02  8.7194024e+00  8.7194027e+00  8.7096716e+00  7.1625053e+00  0.0000000e+00 
  0.0000000e+00  8.8509595e-01  2.4410741e+00  2.4476838e+00  2.4476838e+00  8.5391921e-01  2.4487889e+00  2.4487889e+00  2.4391448e+00  8.8509583e-01  0.0000000e+00 
  0.0000000e+00  1.0076824e+00  2.5595197e+00  2.5661467e+00  2.5661468e+00  4.3174519e+00  2.5672598e+00  2.5672598e+00  2.5575795e+00  1.0076823e+00  0.0000000e+00 
  0.0000000e+00  1.1801928e+00  2.7279201e+00  2.7345645e+00  2.7345645e+00  8.7632756e+00  2.7356855e+00  2.7356856e+00  2.7259690e+00  1.1801927e+00  0.0000000e+00 
  0.0000000e+00  1.4117314e+00  2.9553794e+00  2.9620412e+00  2.9620413e+00  1.4416972e+01  2.9631702e+00  2.9631704e+00  2.9534174e+00  1.4117313e+00  0.0000000e+00 
  0.0000000e+00  1.7123833e+00  3.2519826e+00  3.2586618e+00  3.2586619e+00  2.1546394e+01  3.2597988e+00  3.2597990e+00  3.2500098e+00  1.7123832e+00  0.0000000e+00 
  0.0000000e+00  2.0932855e+00  3.6288661e+00  3.6355628e+00  3.6355630e+00  3.0467062e+01  3.6367079e+00  3.6367081e+00  3.6268824e+00  2.0932854e+00  0.0000000e+00 
  0.0000000e+00  2.5667447e+00  4.0983357e+00  4.1050496e+00  4.1050498e+00  4.1548300e+01  4.1062028e+00  4.1062030e+00  4.0963411e+00  2.5667446e+00  0.0000000e+00 
